Year,Month,City,AQI,Car,Bike,TotalGarbageT,GeneralGarbageT,HugeGarbageT,RecycleGarbageT,KitchenWasteT,WastePerPersonKG,PenaltyConstruction,PenaltyPollution,PenaltyMobilePollution,ExamConstruction,ExamPollution,ExamMobliePollution
100,7M,宜蘭縣,yellow,139425,297195,15183,10711,234,0,1376,0.674,2,4,39,33,42,4459
100,8M,宜蘭縣,green,139463,297825,15542,11027,300,0,1368,0.69,5,4,101,37,39,3022
100,9M,宜蘭縣,yellow,139666,298615,14497,10449,312,0,987,0.665,3,5,39,31,63,2761
100,10M,花蓮縣,yellow,108385,248493,14645,10107,637,2444,1457,0.652,1,8,57,55,86,2940
100,11M,花蓮縣,yellow,108609,248669,13012,8962,633,2171,1247,0.599,1,4,42,62,103,3431
100,12M,花蓮縣,yellow,108916,248668,14602,9833,865,2503,1401,0.651,4,4,72,60,135,3113
100,1M,花蓮縣,yellow,106911,244945,16197,11130,585,3043,1439,0.72,4,8,23,4,58,2364
100,2M,花蓮縣,yellow,107059,245165,16570,11634,366,3039,1530,0.788,1,0,14,10,42,2251
100,3M,花蓮縣,yellow,107257,245729,14379,10131,305,2430,1513,0.639,2,1,34,4,47,2254
100,4M,花蓮縣,yellow,107373,245832,15180,10319,410,2797,1654,0.698,1,3,59,17,23,968
100,5M,花蓮縣,yellow,107584,245869,15564,10798,343,2679,1744,0.692,8,5,33,19,18,1144
100,6M,花蓮縣,green,107727,246084,15001,10324,378,2625,1673,0.689,4,5,28,45,27,1691
100,7M,花蓮縣,green,108069,246819,15873,10919,664,2754,1536,0.706,2,4,46,38,49,2150
100,8M,花蓮縣,green,108040,247357,14719,9963,586,2662,1507,0.655,1,5,73,48,46,2511
100,9M,花蓮縣,yellow,108204,248109,15052,10312,665,2579,1496,0.693,1,8,54,48,22,2378
100,10M,金門縣,orange,24272,43612,16014,10892,439,3448,1236,0.715,3,4,27,40,150,1330
100,11M,金門縣,orange,24433,43817,15343,10170,412,3476,1285,0.708,5,2,35,35,162,1612
100,12M,金門縣,orange,24675,43922,15640,10483,362,3556,1239,0.698,6,14,67,36,159,2219
100,1M,金門縣,orange,23091,41416,17615,12737,299,3265,1314,0.785,1,6,26,31,109,1284
100,2M,金門縣,red,23183,41568,15233,10190,400,3256,1387,0.752,4,1,61,22,136,1678
100,3M,金門縣,red,23328,41771,15049,10388,254,3045,1362,0.671,3,8,61,20,101,1620
100,4M,金門縣,red,23496,41927,15702,10783,257,3207,1456,0.724,1,1,63,12,105,1219
100,5M,金門縣,orange,23577,42161,16046,11242,270,3149,1385,0.716,2,5,49,35,107,1656
100,6M,金門縣,yellow,23658,42427,16305,11238,324,3271,1472,0.752,3,2,45,44,120,1447
100,7M,金門縣,yellow,23817,42766,15683,10898,316,3139,1330,0.7,1,2,49,31,154,1698
100,8M,金門縣,yellow,23942,43002,16152,11307,466,3151,1228,0.721,1,12,37,35,106,1283
100,9M,金門縣,orange,24111,43409,15164,10155,446,3287,1275,0.699,2,11,28,30,92,1664
100,10M,南投縣,yellow,190421,361184,15422,9765,335,4095,1227,0.693,4,6,85,33,131,2235
100,11M,南投縣,orange,190775,361559,15440,9991,235,4056,1159,0.717,3,2,74,28,163,2036
100,12M,南投縣,yellow,191224,361840,15354,9778,253,4119,1203,0.69,2,9,52,34,85,2269
100,1M,南投縣,orange,188194,354830,16423,10935,348,3954,1187,0.733,0,2,55,37,122,3181
100,2M,南投縣,orange,188262,355264,18295,12366,463,4238,1228,0.904,1,2,25,42,69,1374
100,3M,南投縣,orange,188409,355966,16660,10876,404,4041,1339,0.744,1,2,37,44,95,563
100,4M,南投縣,orange,188753,356421,16409,11042,242,3761,1364,0.758,3,5,30,57,111,1683
100,5M,南投縣,yellow,188947,356973,16685,11000,297,4144,1245,0.747,1,4,26,60,123,2679
100,6M,南投縣,yellow,189259,357774,16951,11241,235,4174,1300,0.785,6,6,45,61,117,2343
100,7M,南投縣,yellow,189675,358616,16497,10903,280,4085,1228,0.741,1,11,81,50,117,2131
100,8M,南投縣,yellow,189758,359354,16411,10673,278,4188,1272,0.737,8,3,114,72,119,1982
100,9M,南投縣,orange,190217,360488,16675,10765,375,4361,1173,0.774,4,9,53,37,112,2026
100,10M,屏東縣,yellow,255315,722292,15844,9758,240,4571,1275,0.716,4,3,45,76,89,2626
100,11M,屏東縣,yellow,255867,723143,16010,9947,220,4604,1239,0.748,6,7,72,28,159,2617
100,12M,屏東縣,orange,256615,723582,16421,9778,215,5215,1213,0.742,2,11,109,30,126,2489
100,1M,屏東縣,orange,251360,710093,16649,10710,327,4449,1162,0.749,3,4,21,63,98,2517
100,2M,屏東縣,orange,251385,710993,15507,9941,169,4240,1158,0.772,7,3,25,30,70,1139
100,3M,屏東縣,orange,252185,712514,15149,9682,191,4066,1210,0.682,4,2,22,64,95,1579
100,4M,屏東縣,orange,252438,713522,15666,10069,161,4151,1286,0.729,1,2,14,52,88,2022
100,5M,屏東縣,yellow,252735,714754,16390,10492,174,4413,1311,0.738,3,5,11,58,81,2983
100,6M,屏東縣,yellow,253387,716379,15981,10435,170,4143,1232,0.744,5,8,3,47,90,2380
100,7M,屏東縣,yellow,254037,717853,16262,10439,177,4363,1283,0.734,4,6,22,47,100,2253
100,8M,屏東縣,yellow,254307,719020,16309,10414,186,4403,1306,0.736,9,3,21,37,93,2256
100,9M,屏東縣,yellow,254819,721311,16555,10219,191,4924,1221,0.772,7,8,31,36,94,1214
100,10M,苗栗縣,yellow,197373,363278,17108,10166,196,5359,1388,0.776,18,3,72,44,94,1936
100,11M,苗栗縣,yellow,197861,363867,16326,9587,219,5135,1384,0.765,2,8,93,35,121,2003
100,12M,苗栗縣,yellow,198369,363871,16328,9689,195,5045,1399,0.741,13,6,84,25,160,2055
100,1M,苗栗縣,yellow,194290,356119,19193,12112,307,5617,1156,0.868,3,4,0,12,57,1581
100,2M,苗栗縣,orange,194427,356657,15498,9268,174,5004,1051,0.749,8,8,58,14,60,1399
100,3M,苗栗縣,orange,194747,357360,16163,10093,232,4693,1145,0.731,5,8,18,24,85,1628
100,4M,苗栗縣,orange,195187,357845,16427,10182,187,4866,1192,0.768,4,10,7,38,106,2286
100,5M,苗栗縣,yellow,195327,358887,17643,10833,204,5191,1415,0.799,13,13,33,45,151,1740
100,6M,苗栗縣,yellow,195732,359550,17451,10628,198,5270,1355,0.817,12,12,69,34,173,2013
100,7M,苗栗縣,yellow,196378,360691,17074,10261,219,5112,1482,0.774,5,3,115,30,211,2327
100,8M,苗栗縣,yellow,196599,361313,17136,10311,257,5135,1433,0.777,6,5,149,18,159,1805
100,9M,苗栗縣,orange,196982,362984,16137,9616,205,4998,1318,0.756,8,25,61,48,111,1771
100,10M,桃園市,yellow,650412,1141048,16177,8541,383,5727,1526,0.737,9,5,40,63,222,1797
100,11M,桃園市,yellow,652080,1143633,16178,8451,308,5878,1540,0.761,16,13,79,68,190,1929
100,12M,桃園市,yellow,653436,1144085,15920,8564,247,5623,1486,0.725,7,8,71,21,175,1660
100,1M,桃園市,yellow,637684,1110769,17478,10162,291,5620,1405,0.793,9,8,48,23,132,1883
100,2M,桃園市,yellow,638089,1113507,18823,11240,246,5844,1493,0.946,2,0,37,23,87,306
100,3M,桃園市,yellow,639002,1116178,16986,9477,204,5765,1539,0.771,8,10,34,29,98,2111
100,4M,桃園市,orange,640551,1118136,17725,10332,208,5627,1558,0.832,5,4,125,34,131,3046
100,5M,桃園市,yellow,641663,1121086,17449,9697,275,5842,1636,0.793,9,3,102,40,162,2356
100,6M,桃園市,yellow,643457,1124659,16689,9292,232,5542,1623,0.784,15,2,95,31,184,1508
100,7M,桃園市,yellow,646073,1129334,17135,9560,316,5698,1561,0.779,7,7,75,33,156,1828
100,8M,桃園市,yellow,646880,1132988,16489,9205,329,5477,1478,0.75,6,6,43,17,160,1462
100,9M,桃園市,yellow,648857,1139647,16838,8894,551,5679,1714,0.792,12,4,18,30,135,1920
100,10M,高雄市,orange,811955,2301680,15013,7993,252,5808,961,0.685,3,6,5,52,260,758
100,11M,高雄市,orange,813859,2303033,15252,7910,245,6178,919,0.72,9,2,31,29,246,720
100,12M,高雄市,orange,815669,2304532,16054,8430,207,6449,968,0.734,0,4,80,29,167,664
100,1M,高雄市,orange,801576,2260415,18319,10406,449,5909,1555,0.835,0,7,62,22,131,1314
100,2M,高雄市,red,801664,2263397,16288,8863,205,5761,1458,0.822,9,3,70,9,94,641
100,3M,高雄市,red,803324,2268556,15879,8675,240,5422,1543,0.724,7,4,110,34,109,605
100,4M,高雄市,orange,804322,2270881,16096,8734,237,5603,1522,0.759,8,7,101,62,123,1187
100,5M,高雄市,yellow,804874,2275151,15937,8699,266,5754,1219,0.727,3,0,87,61,153,1047
100,6M,高雄市,yellow,806510,2280396,15524,8438,279,5692,1115,0.732,5,3,60,47,209,772
100,7M,高雄市,yellow,808269,2287166,15483,8418,263,5720,1081,0.706,2,3,23,37,224,700
100,8M,高雄市,yellow,808621,2291660,15712,8627,273,5805,1007,0.717,5,4,10,26,197,755
100,9M,高雄市,orange,810820,2300297,15671,8470,288,5958,955,0.739,5,2,63,34,236,757
100,10M,基隆市,yellow,89199,196101,15509,8134,271,6175,929,0.714,13,0,63,15,226,863
100,11M,基隆市,green,89477,196269,15366,7766,247,6403,951,0.732,3,4,63,13,278,710
100,12M,基隆市,yellow,89599,196069,16115,8238,257,6749,871,0.743,2,4,57,9,230,711
100,1M,基隆市,yellow,88386,192755,15908,8619,327,6049,913,0.728,5,1,47,42,178,696
100,2M,基隆市,yellow,88433,193101,17448,9977,370,6240,860,0.884,12,8,35,18,121,115
100,3M,基隆市,yellow,88541,193354,16308,8839,310,6157,1001,0.747,3,3,51,12,181,2
100,4M,基隆市,yellow,88467,193644,15313,8335,283,5748,948,0.726,3,2,21,25,171,65
100,5M,基隆市,yellow,88473,193702,16378,8801,215,6473,888,0.752,6,1,31,20,174,1005
100,6M,基隆市,yellow,88725,193982,16096,8833,229,6128,906,0.764,6,2,38,17,266,968
100,7M,基隆市,yellow,88919,194600,16770,9135,259,6459,917,0.771,6,0,115,17,234,1270
100,8M,基隆市,green,88802,195100,17218,9487,820,6063,847,0.792,7,5,116,13,178,954
100,9M,基隆市,yellow,89029,195807,16063,8456,345,6408,854,0.764,3,12,118,17,201,917
100,10M,連江縣,yellow,2355,4915,23026,7949,568,13473,1036,1.068,2,13,55,29,229,158
100,11M,連江縣,yellow,2353,4920,15432,7452,267,6699,1014,0.74,2,23,58,37,218,267
100,12M,連江縣,orange,2360,4926,16011,7966,258,6845,942,0.743,1,14,8,21,180,240
100,1M,連江縣,orange,2362,4739,15679,8548,306,5754,1072,0.723,6,8,8,3,154,530
100,2M,連江縣,red,2380,4764,16152,9176,328,5671,978,0.797,6,6,17,2,117,283
100,3M,連江縣,orange,2372,4779,15836,8305,286,6204,1041,0.731,4,8,12,2,129,181
100,4M,連江縣,orange,2376,4798,16201,8713,250,6227,1011,0.774,2,2,27,21,154,44
100,5M,連江縣,yellow,2369,4810,16378,8279,270,6705,1124,0.757,4,3,31,17,168,303
100,6M,連江縣,yellow,2380,4833,14944,7843,292,5720,1089,0.714,3,4,17,19,194,372
100,7M,連江縣,yellow,2384,4853,15664,8043,253,6311,1057,0.725,5,8,52,17,185,247
100,8M,連江縣,yellow,2386,4879,16685,8807,258,6521,1099,0.773,4,6,146,12,187,303
100,9M,連江縣,yellow,2387,4903,16736,8515,457,6553,1211,0.801,2,6,118,19,170,280
100,10M,雲林縣,yellow,238346,500038,15622,6882,211,7088,1440,0.729,8,6,76,34,224,319
100,11M,雲林縣,yellow,239220,499834,15835,6897,197,7220,1521,0.764,10,11,77,22,221,277
100,12M,雲林縣,yellow,239801,500085,15467,7020,234,6945,1268,0.723,3,2,63,27,230,352
100,1M,雲林縣,yellow,234414,492719,16572,8290,364,6739,1179,0.77,2,9,6,10,160,281
100,2M,雲林縣,orange,234394,493148,15607,7770,210,6219,1408,0.803,0,6,1,12,133,123
100,3M,雲林縣,orange,235193,493888,15939,7544,178,6791,1426,0.741,2,11,21,22,126,142
100,4M,雲林縣,orange,235418,494535,15379,7186,174,6700,1320,0.739,5,7,54,17,164,50
100,5M,雲林縣,yellow,235738,495229,15795,7211,184,6975,1426,0.735,5,10,5,20,183,127
100,6M,雲林縣,yellow,236254,496019,15882,6964,300,7189,1429,0.764,6,7,18,16,195,124
100,7M,雲林縣,yellow,236833,496970,16012,7125,269,7209,1409,0.746,7,5,47,16,226,150
100,8M,雲林縣,yellow,237243,497961,15962,7010,283,7267,1402,0.744,2,9,29,17,261,302
100,9M,雲林縣,orange,237848,499347,15530,6679,195,7263,1393,0.749,9,9,47,36,291,357
100,10M,新北市,yellow,921970,2357438,109896,74521,5078,24705,5592,0.95,5,36,404,35,462,2385
100,11M,新北市,yellow,923047,2358872,102501,70691,4735,21544,5531,0.915,6,13,527,78,761,3879
100,12M,新北市,yellow,924938,2359775,111088,76663,5256,23796,5374,0.959,4,16,25,43,500,1389
100,1M,新北市,yellow,910487,2307728,114161,90139,7108,13232,3682,0.993,0,20,440,18,436,1300
100,2M,新北市,yellow,911699,2311975,115238,88249,4363,18057,4570,1.109,2,12,135,7,226,964
100,3M,新北市,orange,912552,2318776,110511,84608,3953,17565,4386,0.961,1,5,573,18,480,1359
100,4M,新北市,orange,913134,2321551,105782,79733,4514,16152,5383,0.949,2,12,327,24,488,2546
100,5M,新北市,yellow,913777,2326952,114264,86326,5914,16427,5597,0.991,2,10,102,29,637,2960
100,6M,新北市,yellow,915809,2334046,110537,82515,5164,17260,5598,0.99,4,18,211,39,528,1330
100,7M,新北市,yellow,918728,2341068,109139,79815,5593,18569,5163,0.945,1,17,605,35,504,2497
100,8M,新北市,yellow,919581,2346333,112572,81901,5431,19694,5547,0.975,4,16,409,22,583,2103
100,9M,新北市,yellow,920007,2353866,109406,75927,5121,22920,5438,0.978,1,20,206,33,580,1625
100,10M,新竹市,yellow,135989,272166,100960,66630,4030,23261,7039,0.867,9,12,403,34,238,1512
100,11M,新竹市,yellow,136285,272647,101884,66043,4177,24552,7112,0.903,20,16,519,44,336,763
100,12M,新竹市,yellow,136608,272497,105664,68431,3332,26786,7114,0.906,10,3,18,58,228,690
100,1M,新竹市,yellow,133492,265558,114959,79758,6531,22226,6443,0.992,2,8,183,25,210,905
100,2M,新竹市,orange,133738,265965,99021,68059,4761,19779,6422,0.946,2,4,247,10,194,1866
100,3M,新竹市,orange,134084,266926,92045,59330,4657,21565,6494,0.794,5,13,261,21,335,1372
100,4M,新竹市,orange,134322,267401,96091,62993,5379,20459,7260,0.856,4,5,229,17,357,2470
100,5M,新竹市,yellow,134501,268069,105224,72541,3720,21525,7438,0.906,5,17,427,34,315,2426
100,6M,新竹市,yellow,134847,268550,107162,72938,3713,23565,6946,0.953,29,6,367,66,295,3805
100,7M,新竹市,yellow,135252,269669,106424,73136,3841,22940,6507,0.916,37,23,274,75,312,1217
100,8M,新竹市,yellow,135380,270334,105107,70571,3842,23578,7116,0.904,18,22,459,41,247,1392
100,9M,新竹市,orange,135679,271630,99108,66039,3875,22321,6874,0.88,4,27,606,51,273,1414
100,10M,新竹縣,yellow,186143,286502,106581,67012,4236,0,6962,0.907,12,25,155,31,216,1628
100,11M,新竹縣,yellow,186661,287172,96853,60467,3564,0,6693,0.851,16,12,354,36,262,988
100,12M,新竹縣,yellow,187152,287468,105753,64210,3691,0,7217,0.899,2,2,1,30,324,1003
100,1M,新竹縣,yellow,182181,278907,111133,73837,4151,26519,6626,0.951,24,29,550,56,345,705
100,2M,新竹縣,orange,182539,279371,111046,72822,5355,26562,6306,1.052,18,1,66,20,128,246
100,3M,新竹縣,orange,183010,279996,106682,70653,3357,25578,7094,0.913,11,6,104,75,365,711
100,4M,新竹縣,orange,183303,280248,106542,68937,3624,27109,6872,0.941,22,4,569,41,309,1109
100,5M,新竹縣,yellow,183522,281029,110024,71908,3743,26997,7376,0.94,36,8,514,83,417,919
100,6M,新竹縣,yellow,184188,282033,109283,71126,3697,27484,6977,0.964,15,11,524,51,303,765
100,7M,新竹縣,yellow,184936,283526,108936,69851,4165,0,7200,0.929,30,15,271,56,392,889
100,8M,新竹縣,yellow,185100,284531,111406,72265,4288,0,6957,0.95,15,10,391,48,345,1313
100,9M,新竹縣,yellow,185765,286008,99598,62339,3463,0,6685,0.877,13,8,71,33,220,1093
100,10M,嘉義市,orange,85245,206035,101869,60628,2603,31677,6961,0.859,25,18,326,22,867,4201
100,11M,嘉義市,orange,85449,206161,98101,56804,2336,32130,6831,0.854,12,17,205,33,731,538
100,12M,嘉義市,orange,85690,206040,106416,63560,2602,32481,7772,0.896,12,20,105,13,704,687
100,1M,嘉義市,orange,84153,203019,116529,73318,6268,30099,6845,0.989,33,16,464,68,337,5065
100,2M,嘉義市,red,84187,203181,111729,70007,3328,31232,7163,1.013,29,11,209,25,251,1894
100,3M,嘉義市,red,84360,203794,105527,64821,2978,30419,7308,0.895,21,11,408,30,513,1706
100,4M,嘉義市,red,84504,204037,105560,63637,3076,31559,7288,0.925,22,18,269,70,545,2123
100,5M,嘉義市,orange,84558,204179,112005,68014,3399,33154,7438,0.949,19,8,400,91,690,3553
100,6M,嘉義市,yellow,84744,204484,112055,66183,3365,34436,8070,0.98,26,25,309,54,765,2010
100,7M,嘉義市,yellow,84873,204901,110238,65660,3320,33634,7623,0.933,24,24,161,58,831,14324
100,8M,嘉義市,yellow,84980,205092,103365,59931,2545,33756,7132,0.874,28,33,98,44,736,4770
100,9M,嘉義市,orange,85110,205565,107516,63363,2805,33974,7374,0.938,22,18,149,52,811,5936
100,10M,嘉義縣,orange,178760,376923,111262,57484,2357,42001,9420,0.929,20,32,854,13,534,12693
100,11M,嘉義縣,orange,179265,373494,109484,56900,2200,40956,9428,0.943,8,35,272,17,474,7570
100,12M,嘉義縣,yellow,179766,373840,103945,51458,2307,40547,9633,0.866,6,21,190,36,822,2967
100,1M,嘉義縣,yellow,176415,371441,119827,71782,4074,36036,7935,1.008,2,9,5,25,534,1116
100,2M,嘉義縣,red,176434,371727,104427,58506,1665,36122,8134,0.972,11,16,116,28,654,2727
100,3M,嘉義縣,orange,176751,372226,107451,60786,1927,36342,8397,0.902,23,24,236,42,782,4405
100,4M,嘉義縣,orange,177004,372681,106910,60343,1947,36092,8527,0.927,18,16,262,24,628,4021
100,5M,嘉義縣,yellow,177186,373071,109990,60573,1819,38999,8598,0.922,7,25,45,25,83,4179
100,6M,嘉義縣,yellow,177402,373844,116095,64986,2239,39749,9121,1.006,26,36,294,17,682,922
100,7M,嘉義縣,yellow,177757,374748,113061,59444,2338,41297,9982,0.947,31,30,945,50,959,3959
100,8M,嘉義縣,yellow,178057,375434,106447,56696,2203,38783,8766,0.891,35,33,331,57,779,11605
100,9M,嘉義縣,orange,178424,376432,103230,52503,2349,39324,9053,0.891,21,49,416,24,801,13967
100,10M,彰化縣,yellow,444586,931982,102248,45704,2572,40502,13470,0.847,21,18,68,31,1278,14158
100,11M,彰化縣,orange,445492,932470,97945,40483,2446,40044,14973,0.838,23,23,126,28,1031,9091
100,12M,彰化縣,yellow,446614,932730,91861,32923,2075,40286,16578,0.76,10,31,200,67,1261,2756
100,1M,彰化縣,yellow,437847,916667,120368,66558,3493,40811,9506,1.002,7,13,50,38,697,2096
100,2M,彰化縣,orange,438220,917935,118825,63459,3047,42636,9682,1.095,7,7,107,17,604,929
100,3M,彰化縣,orange,439213,919502,110744,58019,2001,40716,10008,0.921,5,36,100,74,1015,190
100,4M,彰化縣,red,439853,920469,107780,56141,2221,40116,9302,0.925,20,35,79,42,949,2516
100,5M,彰化縣,yellow,440169,921870,113773,60318,2140,41007,10307,0.945,35,15,386,40,1080,8473
100,6M,彰化縣,yellow,441296,923859,116420,61448,2482,42082,10409,0.999,10,15,118,34,872,10400
100,7M,彰化縣,yellow,442435,926205,110639,52764,2328,43190,12358,0.919,15,22,139,45,1045,13096
100,8M,彰化縣,yellow,442556,927988,105767,47400,2414,42424,13528,0.877,18,23,382,49,1143,11681
100,9M,彰化縣,orange,443559,930870,104187,45822,2790,41874,13702,0.892,20,20,103,51,1265,9313
100,10M,臺中市,yellow,935805,1739428,86507,33649,2532,35048,15277,0.714,1,57,22,6,1340,428
100,11M,臺中市,orange,938555,1742657,85520,32334,2842,35792,14552,0.729,2,37,173,9,1346,766
100,12M,臺中市,yellow,940472,1744402,97087,35669,2985,44229,14204,0.8,1,29,140,18,1127,1101
100,1M,臺中市,yellow,918755,1693470,98123,38322,4035,40005,15761,0.812,22,24,126,11,779,1541
100,2M,臺中市,orange,918603,1694714,84851,32852,1795,35871,14332,0.777,8,14,21,8,592,1192
100,3M,臺中市,orange,920834,1700247,85577,31664,2335,36436,15142,0.708,8,37,718,38,986,1227
100,4M,臺中市,orange,922555,1703492,86521,29661,2330,38889,15641,0.74,5,7,69,36,1013,148
100,5M,臺中市,yellow,924022,1707472,88558,31188,2319,38383,16668,0.732,37,29,21,30,1347,163
100,6M,臺中市,yellow,926112,1713242,90620,32246,2315,39257,16802,0.774,22,37,164,28,1668,197
100,7M,臺中市,yellow,929970,1720992,85310,29835,2664,36170,16641,0.705,14,44,234,24,1448,864
100,8M,臺中市,yellow,931044,1726868,81706,30006,2308,33342,16050,0.675,13,44,71,31,1491,1737
100,9M,臺中市,orange,934073,1735512,81571,33292,2637,30763,14879,0.696,12,37,24,50,1559,664
100,10M,臺北市,yellow,741581,1100792,88226,32874,2554,39026,13772,0.723,7,30,237,130,1803,932
100,11M,臺北市,yellow,742881,1101411,87283,32946,2095,38521,13721,0.739,13,48,193,96,1508,639
100,12M,臺北市,yellow,744108,1101578,91602,33645,2334,42483,13140,0.75,9,30,195,63,1293,548
100,1M,臺北市,yellow,729810,1093652,110305,43988,4249,48009,14059,0.908,4,39,67,8,758,474
100,2M,臺北市,yellow,730474,1094369,85204,31638,2058,38271,13237,0.75,7,32,114,13,995,509
100,3M,臺北市,orange,731882,1094863,93923,36372,2373,41551,13627,0.773,5,47,184,28,1361,1251
100,4M,臺北市,orange,733195,1095281,91407,34759,2516,40268,13865,0.777,7,57,101,20,1319,1391
100,5M,臺北市,yellow,733464,1095555,95168,36147,2733,42023,14265,0.783,9,64,149,33,1488,1503
100,6M,臺北市,yellow,735650,1095874,95671,36473,2697,41974,14527,0.812,18,51,227,44,1542,90
100,7M,臺北市,yellow,738819,1096510,94415,34574,2747,43037,14057,0.776,29,61,343,99,1655,182
100,8M,臺北市,yellow,738121,1096782,93196,35175,3288,41711,13022,0.765,7,52,232,121,1576,356
100,9M,臺北市,yellow,740078,1099055,85463,31560,3048,38237,12618,0.725,8,39,298,74,1561,2055
100,10M,臺東縣,green,68143,183587,85582,28806,2788,42423,11565,0.699,23,27,414,106,1877,2322
100,11M,臺東縣,green,68430,183672,87251,28460,2867,43787,12138,0.736,12,17,318,229,1768,1801
100,12M,臺東縣,green,68629,183753,87491,29059,2871,43572,11988,0.714,12,23,157,165,1449,1888
100,1M,臺東縣,green,67117,180263,92111,36068,4264,39292,12487,0.754,13,41,347,34,1355,958
100,2M,臺東縣,yellow,67090,180565,93968,36677,2961,41924,12407,0.851,8,20,63,15,922,469
100,3M,臺東縣,yellow,67281,181039,88501,32630,2327,40118,13427,0.724,3,48,535,84,1523,954
100,4M,臺東縣,yellow,67384,181277,91230,34019,2387,41330,13495,0.771,17,34,390,41,1270,148
100,5M,臺東縣,green,67481,181670,92322,33261,3077,41627,14357,0.755,11,33,411,35,1535,114
100,6M,臺東縣,green,67629,182097,86772,30054,2675,40625,13417,0.733,14,19,371,97,1455,137
100,7M,臺東縣,green,67796,182399,93489,32614,4260,42416,14198,0.764,14,24,348,53,1459,500
100,8M,臺東縣,green,67902,182645,86464,28748,2906,41309,13501,0.706,12,21,540,84,1592,934
100,9M,臺東縣,yellow,68125,183248,82284,27095,2857,40940,11392,0.694,15,31,1028,80,1618,1916
100,10M,臺南市,orange,591318,1447365,78485,29286,2445,36030,10724,0.639,20,28,99,340,2237,149
100,11M,臺南市,orange,592973,1449866,77278,27896,2343,36663,10376,0.65,4,14,206,88,1859,290
100,12M,臺南市,orange,594193,1449149,78483,30259,2294,35530,10400,0.638,8,11,348,75,1582,783
100,1M,臺南市,orange,581227,1416917,100059,36070,4065,47028,12896,0.816,21,21,280,56,1366,2124
100,2M,臺南市,red,582058,1418955,84392,28648,1859,42764,11120,0.762,29,45,467,17,963,1355
100,3M,臺南市,red,583445,1422757,83477,30477,2397,39972,10631,0.681,7,37,610,73,1355,1809
100,4M,臺南市,orange,584236,1425027,85767,29240,2402,43323,10802,0.723,15,23,505,88,1523,787
100,5M,臺南市,yellow,584856,1427939,89194,32661,2604,41943,11986,0.727,18,20,470,74,1525,609
100,6M,臺南市,yellow,586192,1431709,85830,30381,2950,40579,11920,0.723,18,23,430,86,1508,56
100,7M,臺南市,yellow,587661,1436937,83100,31171,3283,36753,11893,0.677,13,28,119,77,1594,48
100,8M,臺南市,yellow,588781,1439632,81000,29818,2724,37463,10994,0.66,18,14,122,96,2051,20
100,9M,臺南市,orange,590279,1445840,83640,30742,2789,38856,11254,0.704,21,11,105,130,2030,39
100,10M,澎湖縣,yellow,23647,71649,79603,26160,3430,39736,10276,0.647,4,16,291,98,2167,274
100,11M,澎湖縣,yellow,23718,71732,75578,23846,3035,38975,9723,0.635,12,17,161,86,2150,861
100,12M,澎湖縣,yellow,23802,71785,76698,24820,2797,38665,10415,0.623,10,14,176,84,1908,1798
100,1M,澎湖縣,yellow,23041,69244,79791,29417,3507,36779,10088,0.649,3,6,261,92,1565,882
100,2M,澎湖縣,orange,23082,69386,84950,33584,4856,38259,8251,0.765,7,3,138,42,1143,290
100,3M,澎湖縣,yellow,23144,69602,78747,26155,2376,39055,11162,0.64,18,21,208,62,1696,707
100,4M,澎湖縣,yellow,23252,69972,75175,23642,2232,38825,10476,0.632,11,7,197,63,1906,868
100,5M,澎湖縣,yellow,23340,70268,76373,23305,2785,38597,11686,0.621,18,15,209,54,1887,844
100,6M,澎湖縣,green,23428,70645,76124,23542,2919,37807,11855,0.64,7,16,61,73,1809,1252
100,7M,澎湖縣,green,23475,70990,77466,23132,3128,39534,11671,0.63,14,8,331,68,1849,1555
100,8M,澎湖縣,green,23503,71296,83146,25932,6115,40476,10623,0.676,4,9,451,54,1915,1006
100,9M,澎湖縣,yellow,23562,71477,76436,24349,3619,39356,9112,0.642,8,11,322,62,1996,369
101,10M,宜蘭縣,yellow,142855,297837,92745,25980,3560,53203,10002,0.753,6,12,357,69,2162,8801
101,11M,宜蘭縣,yellow,143220,297859,89524,24459,3059,52902,9104,0.75,13,17,288,90,2240,1561
101,12M,宜蘭縣,yellow,143628,298163,89221,27976,3210,47778,10258,0.723,12,19,368,127,2099,1076
101,1M,宜蘭縣,yellow,140942,299299,77335,24778,3913,38292,10352,0.628,2,15,240,121,1596,725
101,2M,宜蘭縣,green,140999,299557,84716,32167,3538,39213,9797,0.736,2,7,310,102,997,1013
101,3M,宜蘭縣,yellow,141353,298894,76049,25436,2862,37967,9785,0.618,5,18,364,87,1635,1813
101,4M,宜蘭縣,yellow,141405,295965,76365,22892,3181,40064,10228,0.641,11,16,354,76,1834,1292
101,5M,宜蘭縣,yellow,141723,295209,78891,24723,3137,40778,10253,0.641,4,10,354,90,1898,1443
101,6M,宜蘭縣,green,141937,295740,75624,22761,3117,38555,11191,0.635,2,12,247,72,1894,1017
101,7M,宜蘭縣,green,142388,296195,77650,23603,3039,40156,10851,0.63,1,6,421,55,1880,11759
101,8M,宜蘭縣,green,142473,296749,91279,24303,3004,53724,10248,0.741,1,7,452,73,2070,30807
101,9M,宜蘭縣,yellow,142624,297419,80739,26331,3479,40730,10199,0.677,17,13,309,50,1786,219
