Year,Month,City,AQI,Car,Bike,TotalGarbageT,GeneralGarbageT,HugeGarbageT,RecycleGarbageT,KitchenWasteT,WastePerPersonKG,PenaltyConstruction,PenaltyPollution,PenaltyMobilePollution,ExamConstruction,ExamPollution,ExamMobliePollution
97,4M,高雄市,orange,367067,983026,14187,7607,183,5319,1078,0.838,0,3,35,34,125,1285
97,5M,高雄市,orange,366190,985915,14431,7660,174,5458,1139,0.825,0,2,53,25,139,1621
97,6M,高雄市,yellow,366127,989979,14340,7202,191,5851,1095,0.847,0,1,90,51,135,1851
97,7M,高雄市,yellow,365199,992794,15110,8085,323,5582,1121,0.863,0,1,115,53,323,2137
97,8M,高雄市,yellow,364370,994247,14286,7548,179,5520,1039,0.816,0,1,148,28,182,718
97,9M,高雄市,orange,364621,997580,15118,7175,594,6364,985,0.892,0,2,155,22,154,1393
97,10M,基隆市,yellow,87621,187930,14642,7335,239,6048,1020,0.833,1,3,33,45,253,208
97,11M,基隆市,yellow,87323,188005,14439,6794,237,6415,993,0.849,2,6,48,23,362,178
97,12M,基隆市,yellow,87555,188026,14614,7342,259,5984,1030,0.831,0,0,51,43,110,0
97,1M,基隆市,yellow,88711,183368,15776,8301,416,6000,1059,0.9,0,5,61,30,133,49
97,2M,基隆市,yellow,88432,183686,13657,7123,118,5356,1059,0.862,0,2,1,15,96,626
97,3M,基隆市,yellow,88481,183978,14139,7299,290,5514,1035,0.806,0,5,74,35,99,1193
97,4M,基隆市,yellow,88218,184241,14336,7171,545,5577,1044,0.845,0,0,74,33,148,1553
97,5M,基隆市,yellow,87770,184907,15555,7797,200,6452,1107,0.886,0,3,48,24,149,1714
97,6M,基隆市,yellow,87725,185521,14917,7722,444,5629,1122,0.878,0,1,54,35,162,1697
97,7M,基隆市,yellow,87565,186309,14837,7686,277,5758,1115,0.845,0,3,136,35,356,1835
97,8M,基隆市,yellow,87466,186606,14400,7457,247,5628,1068,0.82,1,4,76,21,244,1410
97,9M,基隆市,yellow,87521,187539,14804,7810,251,5668,1075,0.87,0,3,127,44,315,1368
97,10M,連江縣,yellow,0,0,15597,7397,431,6698,1071,0.891,0,3,186,23,255,149
97,11M,連江縣,orange,0,0,17396,6812,291,9239,1055,1.028,0,10,222,22,410,138
97,12M,連江縣,orange,0,0,19165,7050,231,10838,1046,1.096,1,11,183,18,170,3
97,1M,連江縣,orange,0,0,14645,7299,254,5882,1210,0.833,0,8,58,29,110,0
97,2M,連江縣,orange,0,0,15300,7894,257,5931,1218,0.964,0,3,19,11,81,4
97,3M,連江縣,orange,0,0,14713,7519,142,5869,1183,0.837,0,4,65,31,180,1284
97,4M,連江縣,orange,0,0,14344,7151,238,5833,1122,0.844,0,13,35,27,206,1189
97,5M,連江縣,yellow,0,0,14479,7323,192,5773,1191,0.825,0,6,68,27,136,1207
97,6M,連江縣,green,0,0,15181,7881,142,5923,1236,0.894,0,2,49,38,165,1513
97,7M,連江縣,yellow,0,0,14406,7612,205,5359,1231,0.822,0,7,138,14,372,1075
97,8M,連江縣,yellow,0,0,15476,7592,578,6140,1166,0.883,0,6,136,30,196,1043
97,9M,連江縣,yellow,0,0,14718,7367,282,6015,1053,0.869,0,3,148,28,235,1557
97,10M,雲林縣,orange,226606,479162,15151,7308,443,6449,951,0.873,0,2,48,33,333,56
97,11M,雲林縣,orange,226776,479876,18082,6795,307,10086,894,1.077,0,2,115,26,357,72
97,12M,雲林縣,orange,227212,479847,21623,6979,478,13211,955,1.247,0,5,126,18,138,7
97,1M,雲林縣,orange,228125,469862,14266,7318,217,5708,1022,0.816,0,2,143,29,69,4
97,2M,雲林縣,orange,228287,470684,15436,8196,189,5800,1251,0.945,1,3,89,19,90,5
97,3M,雲林縣,orange,228441,471683,14815,7673,155,5947,1040,0.849,0,2,155,23,206,1811
97,4M,雲林縣,orange,228499,472804,15039,7744,147,6127,1021,0.892,0,2,113,14,201,1297
97,5M,雲林縣,yellow,228238,473992,14635,7264,203,6106,1062,0.84,0,1,126,31,166,1288
97,6M,雲林縣,yellow,227973,475085,14401,7496,182,5598,1124,0.855,0,3,84,29,130,1121
97,7M,雲林縣,yellow,227213,476122,17778,7353,468,8885,1072,1.022,0,7,76,27,428,1212
97,8M,雲林縣,yellow,226968,476757,15027,7515,225,6217,1070,0.864,0,6,119,18,263,1677
97,9M,雲林縣,yellow,226516,478268,14963,7643,290,6026,1004,0.89,0,4,105,33,200,602
97,10M,新北市,yellow,890737,2205420,17019,7411,220,8346,1042,0.989,0,7,101,40,222,14
97,11M,新北市,yellow,890373,2208912,20950,6990,248,12752,960,1.259,0,7,138,24,308,49
97,12M,新北市,yellow,890746,2213634,20550,6701,299,12550,1000,1.197,0,8,120,28,133,0
97,1M,新北市,yellow,897772,2159282,16194,8233,518,6447,996,0.935,0,2,59,27,119,0
97,2M,新北市,yellow,896198,2163843,16492,7116,256,8096,1025,1.054,0,5,74,12,150,128
97,3M,新北市,orange,896622,2167720,16028,7246,453,7344,984,0.927,0,1,127,37,179,1205
97,4M,新北市,yellow,895585,2174912,16428,6922,233,8278,996,0.982,0,3,139,26,215,717
97,5M,新北市,yellow,895162,2179674,16832,7752,218,7719,1143,0.975,0,2,81,26,205,750
97,6M,新北市,yellow,891987,2185301,19122,7670,254,10027,1171,1.145,0,8,149,32,121,1136
97,7M,新北市,yellow,891039,2190208,17318,7416,272,8572,1058,1.004,0,4,141,28,348,539
97,8M,新北市,yellow,890435,2192916,16543,7368,356,7766,1053,0.96,0,8,107,26,276,1047
97,9M,新北市,yellow,890394,2200828,17050,7190,295,8528,1037,1.024,0,4,145,42,275,1043
97,10M,新竹市,yellow,128736,254025,56535,35846,839,14850,5000,0.974,0,11,77,580,519,1258
97,11M,新竹市,yellow,128611,254756,55450,34307,812,15254,5077,0.988,0,10,104,45,582,1206
97,12M,新竹市,orange,128454,255565,56867,35094,550,16052,5171,0.979,0,37,104,36,280,941
97,1M,新竹市,orange,130463,244378,57236,41086,699,11025,4426,0.996,2,7,260,451,311,381
97,2M,新竹市,orange,130396,244926,54393,38867,565,10725,4236,1.047,2,5,219,425,165,249
97,3M,新竹市,orange,130211,246239,54248,38545,435,10572,4696,0.942,0,4,397,523,255,1005
97,4M,新竹市,orange,130077,247236,55275,36530,486,13094,5165,0.991,1,6,0,327,397,970
97,5M,新竹市,yellow,129309,248301,59080,39217,525,14374,4963,1.024,2,10,193,379,457,763
97,6M,新竹市,yellow,129326,249248,59409,38151,541,15630,5088,1.062,1,10,132,432,445,1110
97,7M,新竹市,yellow,129379,250359,58193,37338,566,15347,4942,1.006,1,12,65,449,428,1114
97,8M,新竹市,yellow,129175,251091,58394,37024,636,15643,5092,1.013,0,8,115,622,464,1360
97,9M,新竹市,yellow,129025,252772,57197,35427,831,15877,5062,1.024,1,19,120,581,443,1375
97,10M,新竹縣,yellow,173522,262867,58704,32050,593,19881,6179,0.995,0,33,88,88,411,1091
97,11M,新竹縣,yellow,173604,263177,58812,31389,630,20469,6325,1.028,6,39,116,99,369,1195
97,12M,新竹縣,yellow,173410,263310,59617,32097,543,20491,6486,1.007,4,15,271,174,269,1132
97,1M,新竹縣,yellow,172795,252944,62100,38409,1001,17451,5239,1.065,0,17,99,25,265,355
97,2M,新竹縣,yellow,172946,253527,54629,33025,390,16087,5127,1.036,0,26,12,54,283,498
97,3M,新竹縣,orange,173124,254227,55696,34482,488,15621,5106,0.953,0,36,58,57,290,1474
97,4M,新竹縣,yellow,173194,255307,53621,30784,486,16750,5602,0.947,0,14,111,46,345,975
97,5M,新竹縣,yellow,173025,256489,54629,33078,599,15162,5790,0.933,0,19,123,60,383,1285
97,6M,新竹縣,yellow,173186,258034,60302,33506,589,19729,6477,1.063,0,38,62,76,255,2009
97,7M,新竹縣,yellow,173351,259509,60105,34169,596,19729,5611,1.023,0,30,143,87,274,937
97,8M,新竹縣,yellow,173308,260296,59217,32990,592,19819,5816,1.006,4,13,95,96,335,1428
97,9M,新竹縣,yellow,173309,262040,56644,31319,624,18801,5900,0.993,0,24,106,61,311,2101
97,10M,嘉義市,orange,82212,197807,57682,30793,1029,0,6196,0.964,0,9,73,212,348,958
97,11M,嘉義市,orange,82172,198299,52994,28083,672,0,6028,0.914,4,25,63,201,325,930
97,12M,嘉義市,orange,82195,198781,54333,29856,555,0,6068,0.906,1,11,42,170,338,825
97,1M,嘉義市,red,83114,192180,60689,32239,706,21258,6485,1.024,1,18,90,201,301,504
97,2M,嘉義市,red,83060,192399,60558,32049,859,21414,6236,1.13,0,8,22,272,159,274
97,3M,嘉義市,red,83006,193080,61186,31333,563,22655,6636,1.031,1,20,33,176,281,398
97,4M,嘉義市,orange,82878,193836,60588,31295,538,21937,6818,1.054,19,11,45,148,252,398
97,5M,嘉義市,orange,82850,194333,62421,32739,784,21647,7251,1.05,8,19,71,220,364,779
97,6M,嘉義市,yellow,82730,195110,64623,33551,688,22406,7978,1.122,0,19,145,171,334,803
97,7M,嘉義市,yellow,82540,195724,62581,32736,673,0,7650,1.05,1,9,158,225,439,949
97,8M,嘉義市,yellow,82311,196258,62808,32630,775,0,8900,1.052,2,16,63,217,348,768
97,9M,嘉義市,orange,82245,196952,57503,30030,666,0,7057,0.994,5,14,34,152,295,746
97,10M,嘉義縣,orange,171117,359521,50779,28266,611,16339,5564,0.839,3,26,313,158,633,6386
97,11M,嘉義縣,orange,171155,360013,46862,24956,454,16200,5252,0.799,5,25,289,166,524,6353
97,12M,嘉義縣,orange,171463,360110,49780,28046,547,15534,5653,0.82,3,26,322,185,549,6351
97,1M,嘉義縣,orange,171921,352299,54890,32172,916,15764,6038,0.915,2,18,264,183,341,1001
97,2M,嘉義縣,orange,171989,352810,52410,30764,583,15341,5721,0.933,1,6,185,91,194,900
97,3M,嘉義縣,red,171804,353514,50254,29443,513,14973,5325,0.836,3,12,384,177,306,7712
97,4M,嘉義縣,orange,171616,354235,49613,29408,617,14245,5343,0.852,6,18,271,140,451,7471
97,5M,嘉義縣,yellow,171550,355362,53368,29895,531,17662,5280,0.886,10,14,354,181,471,7826
97,6M,嘉義縣,yellow,171367,356532,54086,30821,652,17342,5272,0.927,9,20,263,166,682,7423
97,7M,嘉義縣,yellow,171041,357394,53289,30937,688,16248,5416,0.883,11,38,373,127,708,7596
97,8M,嘉義縣,yellow,170986,358015,51334,27904,577,17456,5398,0.85,9,58,325,136,899,7464
97,9M,嘉義縣,orange,171055,359054,53759,29409,620,18216,5514,0.918,3,19,272,77,645,7003
97,10M,彰化縣,orange,424211,888477,57413,28365,889,21897,6262,0.938,4,56,1068,115,700,6997
97,11M,彰化縣,yellow,424034,889328,57579,26964,831,23334,6449,0.971,82,46,1278,91,706,17259
97,12M,彰化縣,orange,424188,889729,56469,27721,809,21685,6253,0.921,59,33,1214,81,706,15174
97,1M,彰化縣,orange,425710,868576,57552,31671,646,19440,5795,0.947,0,28,118,101,326,361
97,2M,彰化縣,orange,425910,869923,52093,27969,600,18274,5250,0.949,1,15,83,120,441,282
97,3M,彰化縣,red,426232,872189,51927,28164,597,17911,5254,0.853,7,24,78,147,400,918
97,4M,彰化縣,orange,425814,874946,53609,28191,535,19398,5484,0.91,4,15,32,158,368,2341
97,5M,彰化縣,yellow,426060,877482,53451,28937,564,17878,6072,0.878,10,13,220,109,572,1805
97,6M,彰化縣,yellow,425338,880773,58140,30880,740,20167,6353,0.986,42,23,1078,114,645,1639
97,7M,彰化縣,yellow,425109,883131,56558,29981,696,19450,6430,0.927,30,16,1638,127,766,2074
97,8M,彰化縣,yellow,424599,884115,55719,28147,817,20712,6042,0.913,11,22,1441,121,671,1926
97,9M,彰化縣,yellow,424780,886596,54475,26516,825,21019,6115,0.921,6,18,1501,118,855,1843
97,10M,臺中市,orange,886696,1611705,54792,24231,969,22702,6890,0.883,17,28,1315,79,599,17066
97,11M,臺中市,yellow,887358,1615536,55507,24318,783,23685,6720,0.924,15,29,1150,86,569,20168
97,12M,臺中市,orange,886044,1622096,55016,25580,805,21828,6803,0.887,31,24,1138,66,620,25983
97,1M,臺中市,orange,890584,1562847,59489,28644,761,23963,6121,0.969,16,20,1534,87,567,9011
97,2M,臺中市,orange,890588,1565536,62060,30477,903,24562,6118,1.119,1,16,289,47,315,2750
97,3M,臺中市,orange,891018,1569982,57688,28994,769,21662,6262,0.939,2,27,309,96,641,4338
97,4M,臺中市,orange,889547,1576001,54827,26533,726,21414,6154,0.921,7,17,749,72,530,11140
97,5M,臺中市,yellow,889803,1581640,59410,28890,733,23410,6376,0.964,13,17,1242,68,666,13014
97,6M,臺中市,yellow,889421,1590080,62509,29922,744,25495,6348,1.04,14,13,555,84,562,5353
97,7M,臺中市,yellow,888165,1596225,61803,29771,918,24464,6649,0.991,5,11,1373,83,771,28719
97,8M,臺中市,yellow,888150,1599523,60758,28801,866,24468,6622,0.978,5,16,1559,70,766,14839
97,9M,臺中市,orange,886589,1605926,59745,27476,949,24570,6750,0.994,12,29,1402,88,595,23257
97,10M,臺北市,yellow,0,0,55436,23193,695,23946,7602,0.889,9,12,1358,90,565,28728
97,11M,臺北市,yellow,0,0,44390,13195,642,22838,7714,0.736,0,24,1440,62,629,24234
97,12M,臺北市,yellow,0,0,61433,31748,486,21836,7362,0.985,2,25,956,68,475,10951
97,1M,臺北市,yellow,0,0,63683,29189,1061,26048,7384,1.026,34,18,863,28,492,6259
97,2M,臺北市,yellow,0,0,56459,25879,487,23188,6905,1.007,1,17,711,22,302,20345
97,3M,臺北市,orange,0,0,55445,26143,692,21671,6939,0.893,23,14,472,46,450,15672
97,4M,臺北市,yellow,0,0,52570,22576,451,22483,7061,0.875,18,12,1071,22,530,20617
97,5M,臺北市,yellow,0,0,49952,19893,584,21995,7480,0.804,3,19,1136,52,614,23043
97,6M,臺北市,yellow,0,0,56808,25851,639,22740,7578,0.944,5,27,1310,68,670,24209
97,7M,臺北市,yellow,0,0,59963,26952,686,24210,8115,0.964,10,12,1326,63,657,24122
97,8M,臺北市,yellow,0,0,59536,26665,668,23836,8367,0.956,8,13,1395,60,793,22106
97,9M,臺北市,yellow,0,0,56023,24201,708,23185,7929,0.929,23,17,1408,86,757,25971
97,10M,臺東縣,green,64764,174652,55130,20510,48,25343,9229,0.878,5,16,848,86,672,9962
97,11M,臺東縣,yellow,64741,174829,56033,21300,1553,23871,9308,0.921,5,20,711,41,651,4692
97,12M,臺東縣,yellow,64746,175116,62748,29662,481,23892,8713,0.997,3,33,551,40,599,3368
97,1M,臺東縣,green,65347,171062,62208,28329,678,25207,7995,0.997,0,9,596,27,393,15552
97,2M,臺東縣,green,65239,171436,59284,25471,460,25241,8112,1.015,0,5,854,60,373,7277
97,3M,臺東縣,yellow,65241,171729,61744,26490,530,25773,8950,0.988,11,11,371,93,498,2130
97,4M,臺東縣,green,65306,172208,57985,23373,511,25317,8784,0.958,4,11,562,52,506,4768
97,5M,臺東縣,yellow,65173,172682,52336,17521,617,24828,9369,0.837,2,6,823,39,580,9453
97,6M,臺東縣,green,64967,173078,65317,29369,602,25834,9511,1.078,6,17,799,60,549,7924
97,7M,臺東縣,green,64817,173501,62968,27302,799,25433,9433,1.005,3,9,825,63,766,8256
97,8M,臺東縣,green,64744,173856,61123,26291,45,25707,9081,0.975,3,11,810,46,639,9583
97,9M,臺東縣,yellow,64691,174269,57984,23298,43,25556,9087,0.955,12,16,867,64,627,9232
97,10M,臺南市,orange,568369,1361342,65003,27041,73,28596,9294,1.027,8,29,217,51,1003,930
97,11M,臺南市,orange,567774,1365306,51772,16900,76,25985,8811,0.845,4,34,197,27,835,718
97,12M,臺南市,orange,567692,1369645,62843,28233,60,25686,8864,0.992,8,31,153,25,631,770
97,1M,臺南市,orange,572667,1327940,69090,32283,694,27244,8869,1.097,2,26,529,57,485,3795
97,2M,臺南市,orange,572643,1330570,63114,27851,333,26240,8691,1.109,5,10,152,9,308,1593
97,3M,臺南市,red,571830,1334129,62918,27155,266,26268,9228,0.998,10,11,169,43,582,3519
97,4M,臺南市,orange,571170,1337713,63611,28697,286,25072,9557,1.042,24,25,166,74,501,1928
97,5M,臺南市,yellow,571087,1341792,58027,19299,279,28545,9903,0.92,24,22,208,49,691,1331
97,6M,臺南市,yellow,570625,1347106,67551,30905,247,26933,9468,1.106,28,19,167,53,811,1816
97,7M,臺南市,yellow,569514,1350798,69132,30366,187,29073,9507,1.095,3,40,220,20,1008,1417
97,8M,臺南市,yellow,568342,1353193,67870,30181,93,28725,8871,1.074,14,31,206,42,934,1245
97,9M,臺南市,orange,568253,1358391,65751,28617,76,29043,8015,1.074,7,27,184,29,800,1223
97,10M,澎湖縣,yellow,21307,65560,66632,29009,47,28996,8580,1.046,7,25,221,59,838,1256
97,11M,澎湖縣,yellow,21313,65571,50746,13649,53,28651,8393,0.823,13,17,215,60,638,1134
97,12M,澎湖縣,yellow,21397,65544,77472,33902,44,34394,9133,1.215,5,20,223,36,567,1254
97,1M,澎湖縣,yellow,21177,63715,69030,32756,85,26983,9207,1.089,10,36,86,46,612,498
97,2M,澎湖縣,orange,21207,63813,65948,30126,65,26885,8872,1.152,4,23,104,18,430,437
97,3M,澎湖縣,orange,21267,63989,68180,33143,95,26008,8933,1.075,2,21,136,24,619,348
97,4M,澎湖縣,yellow,21266,64485,65026,30530,130,26009,8357,1.059,12,19,146,72,656,884
97,5M,澎湖縣,yellow,21318,64840,56553,19990,150,27946,8467,0.891,33,27,132,51,703,531
97,6M,澎湖縣,green,21319,65180,71774,35912,168,27259,8436,1.168,10,18,127,30,726,873
97,7M,澎湖縣,green,21313,65329,71759,33528,147,29481,8603,1.129,19,35,221,51,793,1243
97,8M,澎湖縣,yellow,21287,65407,70932,31330,58,31024,8520,1.115,12,16,154,67,944,1470
97,9M,澎湖縣,yellow,21271,65623,70262,28834,428,32468,8532,1.141,5,35,202,40,953,1072
98,10M,宜蘭縣,yellow,134639,290684,50711,20902,34,27228,2547,0.78,5,22,134,5,877,464
98,11M,宜蘭縣,green,135017,291033,63428,33674,265,27046,2444,1.006,0,31,97,6,953,359
98,12M,宜蘭縣,yellow,135544,292879,67341,36550,524,27692,2575,1.032,1,28,158,13,763,198
98,1M,宜蘭縣,yellow,133891,288220,63149,31177,821,28316,2835,0.989,8,64,142,40,620,1021
98,2M,宜蘭縣,yellow,133902,288627,56723,26864,43,27221,2595,0.982,7,18,79,50,449,855
98,3M,宜蘭縣,yellow,134214,288681,67641,36910,427,27817,2488,1.054,17,28,168,88,675,620
98,4M,宜蘭縣,yellow,134316,288642,60494,30172,474,27409,2438,0.972,25,29,84,70,812,1266
98,5M,宜蘭縣,yellow,134448,288609,48607,19559,39,26505,2504,0.754,8,38,143,42,934,1245
98,6M,宜蘭縣,yellow,134605,288528,64711,35101,111,26900,2600,1.035,20,66,105,65,990,1206
98,7M,宜蘭縣,green,134771,289084,64854,35577,228,26631,2418,1.002,16,58,119,42,1062,986
98,8M,宜蘭縣,green,134788,289573,66740,37148,275,27086,2232,1.029,20,43,158,39,1020,538
98,9M,宜蘭縣,green,134456,290446,57256,27548,170,27120,2417,0.911,7,30,119,28,913,401
98,10M,花蓮縣,yellow,104462,240538,68488,29109,39,37402,1938,1.033,2,39,151,27,1098,337
98,11M,花蓮縣,yellow,104646,241004,70317,31805,44,36638,1830,1.094,3,43,101,21,1164,22
98,12M,花蓮縣,yellow,104917,241958,70908,32371,43,36502,1992,1.066,2,49,112,29,989,33
98,1M,花蓮縣,yellow,104561,238416,66639,36565,285,27427,2362,1.02,3,17,53,8,580,326
98,2M,花蓮縣,yellow,104397,238763,59406,29163,45,27887,2312,0.971,0,10,56,6,331,43
98,3M,花蓮縣,yellow,104202,238751,65742,34975,1669,26582,2517,1.004,3,15,88,28,624,113
98,4M,花蓮縣,yellow,104119,238762,54179,23444,812,27671,2253,0.854,9,20,77,47,671,214
98,5M,花蓮縣,yellow,104163,238836,49611,19610,104,27599,2298,0.755,21,29,142,61,747,902
98,6M,花蓮縣,yellow,104102,238897,70062,39486,1057,27234,2285,1.1,10,31,114,37,917,390
98,7M,花蓮縣,yellow,104142,239091,67128,34869,866,29240,2152,1.018,6,30,119,41,1198,501
98,8M,花蓮縣,yellow,104281,239522,72714,34683,1240,34818,1973,1.101,4,44,154,37,1289,493
98,9M,花蓮縣,yellow,104241,240301,76923,36179,432,38309,2003,1.201,4,45,127,25,968,461
98,10M,金門縣,orange,0,0,74176,31243,31,40921,1981,1.098,10,51,86,30,908,105
98,11M,金門縣,yellow,0,0,75418,30916,807,41831,1863,1.152,0,39,68,15,993,125
98,12M,金門縣,red,0,0,75145,32623,26,40602,1893,1.109,2,14,63,24,897,127
98,1M,金門縣,red,0,0,73416,30138,36,41417,1825,1.102,0,20,65,5,841,9420
98,2M,金門縣,red,0,0,72179,31229,32,39070,1848,1.198,2,44,55,10,693,10261
98,3M,金門縣,orange,0,0,76360,32736,34,41742,1847,1.143,8,37,46,32,814,10582
98,4M,金門縣,orange,0,0,67766,25697,35,40216,1818,1.046,9,33,58,38,844,11972
98,5M,金門縣,orange,0,0,64019,23083,35,39027,1874,0.955,9,50,94,52,930,12102
98,6M,金門縣,yellow,0,0,82483,40074,37,40506,1867,1.27,4,89,86,43,954,6007
98,7M,金門縣,green,0,0,76594,34527,39,40267,1761,1.139,13,67,94,48,1054,23586
98,8M,金門縣,yellow,0,0,76209,33488,38,40800,1883,1.131,14,41,86,56,1250,124
98,9M,金門縣,yellow,0,0,76382,33446,38,40899,1999,1.17,5,40,46,38,1172,77
98,10M,南投縣,orange,184534,347619,72638,50917,1778,17025,2917,0.851,8,31,605,122,715,14945
98,11M,南投縣,orange,184718,348231,70844,49772,1696,16367,3009,0.858,20,26,792,178,739,13484
98,12M,南投縣,orange,185225,349862,74383,50201,1484,19310,3388,0.872,23,30,94,148,651,10613
98,1M,南投縣,orange,183725,343980,79447,56494,1898,18185,2870,0.932,22,40,140,85,618,5162
98,2M,南投縣,orange,183686,344305,75616,56108,2444,14013,3051,0.981,5,26,86,77,482,4460
98,3M,南投縣,orange,183842,344584,72407,53124,1728,14468,3088,0.849,8,35,90,165,724,13680
98,4M,南投縣,orange,183822,344812,75198,52234,1688,17369,3905,0.911,18,29,79,141,619,13698
98,5M,南投縣,orange,184024,344873,74014,53615,1683,14946,3770,0.868,30,41,54,156,554,9182
98,6M,南投縣,yellow,184079,345222,77048,57470,1692,14750,3137,0.933,26,39,8944,134,570,4377
98,7M,南投縣,yellow,184090,345481,86148,59817,4026,19515,2789,1.01,19,32,117,120,437,5504
98,8M,南投縣,yellow,184239,346041,77583,57202,2401,15063,2917,0.91,19,30,102,189,628,11531
98,9M,南投縣,orange,184066,347065,75858,52898,2002,18008,2950,0.919,11,29,73,166,616,11352
98,10M,屏東縣,orange,245502,693573,84167,53991,1494,24193,4489,0.984,15,23,308,105,535,12175
98,11M,屏東縣,orange,245814,694744,87245,55397,1630,25801,4417,1.054,23,17,125,83,612,12091
98,12M,屏東縣,orange,246737,697431,86301,54104,1577,26131,4489,1.009,21,27,1625,67,468,11638
98,1M,屏東縣,orange,246060,686375,89537,53560,2564,29591,3821,1.049,10,20,121,76,561,2463
98,2M,屏東縣,orange,245858,687156,69896,48298,1639,15992,3966,0.907,7,22,110,44,417,2315
98,3M,屏東縣,orange,245395,688026,75139,51272,1672,17907,4288,0.88,26,24,175,75,562,2969
98,4M,屏東縣,orange,245330,688371,80960,49461,1662,25194,4643,0.98,17,40,280,59,453,12673
98,5M,屏東縣,yellow,245422,688578,87506,54726,1537,26462,4781,1.025,17,23,366,75,449,13595
98,6M,屏東縣,yellow,245581,689186,82833,53453,1553,23418,4409,1.002,19,18,121,86,628,12853
98,7M,屏東縣,green,246065,689836,86375,56782,1443,23675,4475,1.011,19,47,142,57,612,13919
98,8M,屏東縣,yellow,245329,690743,87342,56377,1724,24806,4436,1.022,19,32,228,101,715,15223
98,9M,屏東縣,yellow,245095,692300,83136,53488,1597,23609,4442,1.005,29,28,611,86,618,14055
98,10M,苗栗縣,yellow,189414,348286,89490,51658,2222,0,5329,1.045,15,36,134,106,768,16001
98,11M,苗栗縣,yellow,189448,348849,81715,45222,1808,0,5263,0.986,21,40,1100,99,643,16161
98,12M,苗栗縣,orange,190057,350202,85564,48828,1727,0,5476,0.998,29,29,1336,105,513,16122
98,1M,苗栗縣,yellow,189127,344773,87996,54927,1859,26821,4389,1.029,14,15,60,56,446,11537
98,2M,苗栗縣,orange,188940,345303,86038,52395,2619,25526,5498,1.114,10,28,187,50,282,8556
98,3M,苗栗縣,yellow,188799,345533,88616,54160,1655,27102,5699,1.036,22,24,538,105,534,16755
98,4M,苗栗縣,yellow,188862,345583,88914,53430,1577,28271,5637,1.074,16,21,551,122,446,15709
98,5M,苗栗縣,orange,189003,345663,92900,55732,1757,29630,5782,1.086,27,30,242,98,649,17070
98,6M,苗栗縣,yellow,189133,345987,92808,56395,1712,29119,5582,1.121,9,32,1155,66,417,15309
98,7M,苗栗縣,yellow,189277,346535,91640,55783,1928,0,5540,1.071,8,21,332,63,594,14436
98,8M,苗栗縣,yellow,189575,346967,91760,55085,2139,0,5381,1.072,14,17,338,58,496,11936
98,9M,苗栗縣,yellow,189207,347803,86893,49129,1889,0,5312,1.049,32,23,72,80,572,16094
98,10M,桃園市,yellow,618462,1070432,86610,45661,1553,33022,6374,1.01,25,32,371,17,789,16510
98,11M,桃園市,yellow,618290,1073142,82648,41504,1535,33085,6523,0.995,12,23,3203,23,565,26441
98,12M,桃園市,orange,620408,1081978,88544,46314,1577,33683,6970,1.032,16,22,2980,37,724,20143
98,1M,桃園市,yellow,617312,1057742,90888,50915,2346,30968,6659,1.06,20,31,262,76,478,13411
98,2M,桃園市,yellow,616850,1058303,88473,48224,1979,31813,6458,1.103,5,10,1238,42,242,6498
98,3M,桃園市,yellow,616051,1058575,85438,46122,1628,31029,6659,0.997,12,33,1493,64,366,5514
98,4M,桃園市,yellow,615577,1058777,86494,46403,1723,31580,6788,1.042,17,25,258,125,396,5144
98,5M,桃園市,yellow,615779,1058813,89791,49079,1518,32280,6913,1.047,17,24,241,88,494,13808
98,6M,桃園市,yellow,616329,1059217,88978,49286,1613,31666,6414,1.072,13,39,2260,48,697,15692
98,7M,桃園市,yellow,616945,1060873,90483,50484,2047,31701,6250,1.055,22,30,4183,24,824,21919
98,8M,桃園市,yellow,617646,1063806,87972,47122,1730,32950,6170,1.026,13,21,906,36,793,18064
98,9M,桃園市,yellow,617801,1068203,89348,48472,1583,33084,6208,1.076,12,25,4274,35,802,18105
98,10M,高雄市,orange,363659,1005959,89570,45287,1514,35639,7129,1.043,14,18,2170,23,824,15519
98,11M,高雄市,orange,364384,1009906,86706,43140,1435,34680,7451,1.043,7,38,58,12,934,10345
98,12M,高雄市,red,365781,1014396,87639,44185,1482,34499,7473,1.02,19,23,2698,19,844,6989
98,1M,高雄市,red,364427,999642,95443,51416,1973,34534,7521,1.112,8,21,2053,9,583,13112
98,2M,高雄市,orange,364579,1000029,86928,44393,1442,33647,7446,1.121,18,33,1305,16,695,13330
98,3M,高雄市,orange,363624,1000240,89405,45385,1514,34467,8040,1.041,19,32,1239,8,776,7098
98,4M,高雄市,orange,363651,1000669,88317,45234,1420,33467,8196,1.063,15,33,2099,13,826,7524
98,5M,高雄市,orange,363905,1000867,89570,45830,1402,34783,7554,1.043,12,28,3132,10,814,4225
98,6M,高雄市,yellow,363632,1001298,93810,49398,1457,35180,7776,1.129,19,36,2211,13,839,2519
98,7M,高雄市,yellow,364281,1002135,92072,47514,1499,35466,7594,1.073,13,29,1509,51,830,11835
98,8M,高雄市,yellow,363132,1002501,95891,50216,2948,35486,7240,1.117,9,31,2999,30,718,9210
98,9M,高雄市,yellow,363186,1004824,87798,43838,1560,35595,6805,1.057,14,19,1553,31,821,15172
