AQI,縣市,監測月份
64,雲林縣,11-Oct
75,嘉義縣,11-Oct
63,嘉義縣,11-Oct
34.9,屏東縣,11-Oct
84,屏東縣,11-Oct
65,屏東縣,11-Oct
27,臺東縣,11-Oct
31,臺東縣,11-Oct
30,花蓮縣,11-Oct
55,澎湖縣,11-Oct
86,金門縣,11-Oct
56.7,連江縣,11-Oct
33,臺北市,11-Nov
45,臺北市,11-Nov
36.9,臺北市,11-Nov
32,臺北市,11-Nov
32,臺北市,11-Nov
37,臺北市,11-Nov
43,臺北市,11-Nov
25.9,新北市,11-Nov
30.3,新北市,11-Nov
27,新北市,11-Nov
31,新北市,11-Nov
30,新北市,11-Nov
40,新北市,11-Nov
34,新北市,11-Nov
52,新北市,11-Nov
32,新北市,11-Nov
32,新北市,11-Nov
29,新北市,11-Nov
65,臺中市,11-Nov
70,臺中市,11-Nov
62,臺中市,11-Nov
62,臺中市,11-Nov
58,臺中市,11-Nov
81,臺南市,11-Nov
68,臺南市,11-Nov
75,臺南市,11-Nov
65,臺南市,11-Nov
89,高雄市,11-Nov
78,高雄市,11-Nov
82,高雄市,11-Nov
91,高雄市,11-Nov
87,高雄市,11-Nov
62,高雄市,11-Nov
74,高雄市,11-Nov
76,高雄市,11-Nov
83,高雄市,11-Nov
82,高雄市,11-Nov
77,高雄市,11-Nov
81,高雄市,11-Nov
30.9,基隆市,11-Nov
42,新竹市,11-Nov
85,嘉義市,11-Nov
29,宜蘭縣,11-Nov
27,宜蘭縣,11-Nov
45,桃園市,11-Nov
56,桃園市,11-Nov
48,桃園市,11-Nov
55,桃園市,11-Nov
36,桃園市,11-Nov
40,桃園市,11-Nov
39,新竹縣,11-Nov
34,新竹縣,11-Nov
47,苗栗縣,11-Nov
43,苗栗縣,11-Nov
43,苗栗縣,11-Nov
63,彰化縣,11-Nov
61,彰化縣,11-Nov
72,彰化縣,11-Nov
72,南投縣,11-Nov
45,南投縣,11-Nov
61,南投縣,11-Nov
49,雲林縣,11-Nov
76,雲林縣,11-Nov
70,雲林縣,11-Nov
61,雲林縣,11-Nov
77,嘉義縣,11-Nov
65,嘉義縣,11-Nov
33.3,屏東縣,11-Nov
78,屏東縣,11-Nov
68,屏東縣,11-Nov
24,臺東縣,11-Nov
20.3,臺東縣,11-Nov
24,花蓮縣,11-Nov
49,澎湖縣,11-Nov
86,金門縣,11-Nov
50,連江縣,11-Nov
33,臺北市,11-Dec
34,臺北市,11-Dec
33,臺北市,11-Dec
41,臺北市,11-Dec
37.2,臺北市,11-Dec
32,臺北市,11-Dec
46,臺北市,11-Dec
25,新北市,11-Dec
31.1,新北市,11-Dec
29,新北市,11-Dec
34,新北市,11-Dec
29,新北市,11-Dec
30,新北市,11-Dec
34,新北市,11-Dec
59,新北市,11-Dec
33,新北市,11-Dec
33,新北市,11-Dec
51,新北市,11-Dec
35,臺中市,11-Dec
41,臺中市,11-Dec
49,臺中市,11-Dec
40,臺中市,11-Dec
44,臺中市,11-Dec
71,臺南市,11-Dec
72,臺南市,11-Dec
69,臺南市,11-Dec
69,臺南市,11-Dec
89,高雄市,11-Dec
93,高雄市,11-Dec
81,高雄市,11-Dec
83,高雄市,11-Dec
91,高雄市,11-Dec
82,高雄市,11-Dec
92,高雄市,11-Dec
105,高雄市,11-Dec
88,高雄市,11-Dec
70,高雄市,11-Dec
99,高雄市,11-Dec
89,高雄市,11-Dec
31.3,基隆市,11-Dec
38,新竹市,11-Dec
72,嘉義市,11-Dec
27,宜蘭縣,11-Dec
24,宜蘭縣,11-Dec
32,桃園市,11-Dec
44,桃園市,11-Dec
58,桃園市,11-Dec
39,桃園市,11-Dec
48,桃園市,11-Dec
51,桃園市,11-Dec
34,新竹縣,11-Dec
26.7,新竹縣,11-Dec
39,苗栗縣,11-Dec
37,苗栗縣,11-Dec
29,苗栗縣,11-Dec
52,彰化縣,11-Dec
44,彰化縣,11-Dec
48,彰化縣,11-Dec
53,南投縣,11-Dec
54,南投縣,11-Dec
44,南投縣,11-Dec
50,雲林縣,11-Dec
54,雲林縣,11-Dec
65,雲林縣,11-Dec
41,雲林縣,11-Dec
54,嘉義縣,11-Dec
70,嘉義縣,11-Dec
88,屏東縣,11-Dec
85,屏東縣,11-Dec
38.5,屏東縣,11-Dec
27,臺東縣,11-Dec
24.7,臺東縣,11-Dec
26,花蓮縣,11-Dec
47,澎湖縣,11-Dec
97,金門縣,11-Dec
57,連江縣,11-Dec
37,臺北市,12-Jan
44,臺北市,12-Jan
36,臺北市,12-Jan
39,臺北市,12-Jan
35,臺北市,12-Jan
48,臺北市,12-Jan
35,臺北市,12-Jan
35,新北市,12-Jan
38,新北市,12-Jan
32,新北市,12-Jan
28,新北市,12-Jan
30,新北市,12-Jan
54,新北市,12-Jan
36,新北市,12-Jan
30,新北市,12-Jan
48,新北市,12-Jan
38,新北市,12-Jan
31,新北市,12-Jan
42,臺中市,12-Jan
43,臺中市,12-Jan
42,臺中市,12-Jan
39,臺中市,12-Jan
48,臺中市,12-Jan
72,臺南市,12-Jan
69,臺南市,12-Jan
69,臺南市,12-Jan
74,臺南市,12-Jan
68,高雄市,12-Jan
103,高雄市,12-Jan
95,高雄市,12-Jan
83,高雄市,12-Jan
94,高雄市,12-Jan
85,高雄市,12-Jan
84,高雄市,12-Jan
88,高雄市,12-Jan
88,高雄市,12-Jan
87,高雄市,12-Jan
90,高雄市,12-Jan
83,高雄市,12-Jan
29.9,基隆市,12-Jan
39,新竹市,12-Jan
78,嘉義市,12-Jan
30,宜蘭縣,12-Jan
29,宜蘭縣,12-Jan
31,桃園市,12-Jan
46,桃園市,12-Jan
56,桃園市,12-Jan
58,桃園市,12-Jan
37,桃園市,12-Jan
47,桃園市,12-Jan
34,新竹縣,12-Jan
32,新竹縣,12-Jan
37,苗栗縣,12-Jan
29,苗栗縣,12-Jan
40,苗栗縣,12-Jan
44,彰化縣,12-Jan
47,彰化縣,12-Jan
54,彰化縣,12-Jan
52,南投縣,12-Jan
53,南投縣,12-Jan
45,南投縣,12-Jan
48,雲林縣,12-Jan
61,雲林縣,12-Jan
41,雲林縣,12-Jan
53,雲林縣,12-Jan
53,嘉義縣,12-Jan
69,嘉義縣,12-Jan
80,屏東縣,12-Jan
40.9,屏東縣,12-Jan
89,屏東縣,12-Jan
29.8,臺東縣,12-Jan
26.2,臺東縣,12-Jan
31,花蓮縣,12-Jan
45,澎湖縣,12-Jan
74,金門縣,12-Jan
48,連江縣,12-Jan
38,臺北市,12-Feb
46,臺北市,12-Feb
43,臺北市,12-Feb
35,臺北市,12-Feb
38,臺北市,12-Feb
41.4,臺北市,12-Feb
37,臺北市,12-Feb
34,新北市,12-Feb
36,新北市,12-Feb
31,新北市,12-Feb
26,新北市,12-Feb
36.2,新北市,12-Feb
55,新北市,12-Feb
37,新北市,12-Feb
31.6,新北市,12-Feb
38.6,新北市,12-Feb
36,新北市,12-Feb
28,新北市,12-Feb
53,臺中市,12-Feb
47,臺中市,12-Feb
49,臺中市,12-Feb
31,臺中市,12-Feb
47,臺中市,12-Feb
79,臺南市,12-Feb
81,臺南市,12-Feb
72,臺南市,12-Feb
73,臺南市,12-Feb
63,高雄市,12-Feb
108,高雄市,12-Feb
94,高雄市,12-Feb
81,高雄市,12-Feb
89,高雄市,12-Feb
81,高雄市,12-Feb
85,高雄市,12-Feb
87,高雄市,12-Feb
84,高雄市,12-Feb
85,高雄市,12-Feb
83,高雄市,12-Feb
84,高雄市,12-Feb
29.3,基隆市,12-Feb
42,新竹市,12-Feb
79,嘉義市,12-Feb
26.7,宜蘭縣,12-Feb
24,宜蘭縣,12-Feb
49,桃園市,12-Feb
39,桃園市,12-Feb
60,桃園市,12-Feb
37,桃園市,12-Feb
50,桃園市,12-Feb
47,桃園市,12-Feb
35,新竹縣,12-Feb
35,新竹縣,12-Feb
26,苗栗縣,12-Feb
42,苗栗縣,12-Feb
41,苗栗縣,12-Feb
60,彰化縣,12-Feb
50,彰化縣,12-Feb
46,彰化縣,12-Feb
41,南投縣,12-Feb
57,南投縣,12-Feb
60,南投縣,12-Feb
40,雲林縣,12-Feb
65,雲林縣,12-Feb
63,雲林縣,12-Feb
51,雲林縣,12-Feb
59,嘉義縣,12-Feb
72,嘉義縣,12-Feb
83,屏東縣,12-Feb
40.5,屏東縣,12-Feb
82,屏東縣,12-Feb
30.2,臺東縣,12-Feb
29.6,臺東縣,12-Feb
23.9,花蓮縣,12-Feb
39.9,澎湖縣,12-Feb
73,金門縣,12-Feb
48,連江縣,12-Feb
62,臺北市,12-Mar
53,臺北市,12-Mar
57,臺北市,12-Mar
49.3,臺北市,12-Mar
65,臺北市,12-Mar
63,臺北市,12-Mar
56,臺北市,12-Mar
54,新北市,12-Mar
58,新北市,12-Mar
51,新北市,12-Mar
48,新北市,12-Mar
48.2,新北市,12-Mar
76,新北市,12-Mar
55,新北市,12-Mar
48,新北市,12-Mar
56,新北市,12-Mar
62,新北市,12-Mar
50,新北市,12-Mar
63,臺中市,12-Mar
68,臺中市,12-Mar
69,臺中市,12-Mar
67,臺中市,12-Mar
62,臺中市,12-Mar
96,臺南市,12-Mar
102,臺南市,12-Mar
90,臺南市,12-Mar
91,臺南市,12-Mar
79,高雄市,12-Mar
111,高雄市,12-Mar
104,高雄市,12-Mar
86,高雄市,12-Mar
101,高雄市,12-Mar
85,高雄市,12-Mar
95,高雄市,12-Mar
107,高雄市,12-Mar
97,高雄市,12-Mar
90,高雄市,12-Mar
90,高雄市,12-Mar
94,高雄市,12-Mar
38,基隆市,12-Mar
55,新竹市,12-Mar
90,嘉義市,12-Mar
43,宜蘭縣,12-Mar
37,宜蘭縣,12-Mar
78,桃園市,12-Mar
55,桃園市,12-Mar
66,桃園市,12-Mar
64,桃園市,12-Mar
60,桃園市,12-Mar
55,桃園市,12-Mar
53,新竹縣,12-Mar
51,新竹縣,12-Mar
57,苗栗縣,12-Mar
42,苗栗縣,12-Mar
53,苗栗縣,12-Mar
73,彰化縣,12-Mar
78,彰化縣,12-Mar
68,彰化縣,12-Mar
53,南投縣,12-Mar
73,南投縣,12-Mar
78,南投縣,12-Mar
60,雲林縣,12-Mar
77,雲林縣,12-Mar
81,雲林縣,12-Mar
70,雲林縣,12-Mar
92,嘉義縣,12-Mar
91,嘉義縣,12-Mar
90,屏東縣,12-Mar
97,屏東縣,12-Mar
42.6,屏東縣,12-Mar
31.3,臺東縣,12-Mar
34.2,臺東縣,12-Mar
32,花蓮縣,12-Mar
50.1,澎湖縣,12-Mar
92,金門縣,12-Mar
60,連江縣,12-Mar
59,臺北市,12-Apr
49,臺北市,12-Apr
59,臺北市,12-Apr
47.2,臺北市,12-Apr
47,臺北市,12-Apr
52,臺北市,12-Apr
55,臺北市,12-Apr
49,新北市,12-Apr
46,新北市,12-Apr
39,新北市,12-Apr
38,新北市,12-Apr
72,新北市,12-Apr
47,新北市,12-Apr
46,新北市,12-Apr
42.8,新北市,12-Apr
54,新北市,12-Apr
42,新北市,12-Apr
63,臺中市,12-Apr
51,臺中市,12-Apr
54,臺中市,12-Apr
55,臺中市,12-Apr
57,臺中市,12-Apr
63,臺南市,12-Apr
80,臺南市,12-Apr
75,臺南市,12-Apr
65,臺南市,12-Apr
44,高雄市,12-Apr
69,高雄市,12-Apr
52,高雄市,12-Apr
48,高雄市,12-Apr
68,高雄市,12-Apr
51,高雄市,12-Apr
59,高雄市,12-Apr
66,高雄市,12-Apr
59,高雄市,12-Apr
50,高雄市,12-Apr
51,高雄市,12-Apr
62,高雄市,12-Apr
34,基隆市,12-Apr
45,新竹市,12-Apr
67,嘉義市,12-Apr
42,宜蘭縣,12-Apr
40,宜蘭縣,12-Apr
73,桃園市,12-Apr
58,桃園市,12-Apr
58,桃園市,12-Apr
49,桃園市,12-Apr
53,桃園市,12-Apr
51,桃園市,12-Apr
43,新竹縣,12-Apr
48,新竹縣,12-Apr
43,苗栗縣,12-Apr
43,苗栗縣,12-Apr
44,苗栗縣,12-Apr
62,彰化縣,12-Apr
54,彰化縣,12-Apr
62,彰化縣,12-Apr
41,南投縣,12-Apr
62,南投縣,12-Apr
51,南投縣,12-Apr
60,雲林縣,12-Apr
63,雲林縣,12-Apr
49,雲林縣,12-Apr
56,雲林縣,12-Apr
69,嘉義縣,12-Apr
71,嘉義縣,12-Apr
37.3,屏東縣,12-Apr
51,屏東縣,12-Apr
64,屏東縣,12-Apr
35,臺東縣,12-Apr
30,臺東縣,12-Apr
36,花蓮縣,12-Apr
47,澎湖縣,12-Apr
97,金門縣,12-Apr
73,連江縣,12-Apr
48.1,臺北市,12-May
50,臺北市,12-May
44,臺北市,12-May
41,臺北市,12-May
51,臺北市,12-May
42,臺北市,12-May
35,臺北市,12-May
36,新北市,12-May
40,新北市,12-May
36.2,新北市,12-May
34.9,新北市,12-May
59,新北市,12-May
35,新北市,12-May
37.4,新北市,12-May
46.4,新北市,12-May
42,新北市,12-May
32,新北市,12-May
43,臺中市,12-May
51,臺中市,12-May
49,臺中市,12-May
43,臺中市,12-May
37,臺中市,12-May
60,臺南市,12-May
54,臺南市,12-May
66,臺南市,12-May
53,臺南市,12-May
37,高雄市,12-May
42,高雄市,12-May
64,高雄市,12-May
49,高雄市,12-May
44,高雄市,12-May
43,高雄市,12-May
49,高雄市,12-May
52,高雄市,12-May
55,高雄市,12-May
50,高雄市,12-May
43,高雄市,12-May
58,高雄市,12-May
39.3,基隆市,12-May
39,新竹市,12-May
56,嘉義市,12-May
37.4,宜蘭縣,12-May
34,宜蘭縣,12-May
53,桃園市,12-May
38,桃園市,12-May
62,桃園市,12-May
35,桃園市,12-May
48,桃園市,12-May
50,桃園市,12-May
35,新竹縣,12-May
37,新竹縣,12-May
35.9,苗栗縣,12-May
31.5,苗栗縣,12-May
32.6,苗栗縣,12-May
45,彰化縣,12-May
50,彰化縣,12-May
47,彰化縣,12-May
34.6,南投縣,12-May
47,南投縣,12-May
39,南投縣,12-May
47,雲林縣,12-May
40,雲林縣,12-May
49,雲林縣,12-May
58,雲林縣,12-May
57,嘉義縣,12-May
54,嘉義縣,12-May
37.2,屏東縣,12-May
58,屏東縣,12-May
44,屏東縣,12-May
27.8,臺東縣,12-May
33.1,臺東縣,12-May
30.1,花蓮縣,12-May
43.6,澎湖縣,12-May
69,金門縣,12-May
56,連江縣,12-May
29,臺北市,12-Jun
42,臺北市,12-Jun
35.4,臺北市,12-Jun
39,臺北市,12-Jun
46,臺北市,12-Jun
34,臺北市,12-Jun
35,臺北市,12-Jun
31,新北市,12-Jun
33,新北市,12-Jun
25.4,新北市,12-Jun
28,新北市,12-Jun
37.53,新北市,12-Jun
28,新北市,12-Jun
29,新北市,12-Jun
33.3,新北市,12-Jun
30,新北市,12-Jun
28,新北市,12-Jun
44,臺中市,12-Jun
30,臺中市,12-Jun
40,臺中市,12-Jun
38,臺中市,12-Jun
33,臺中市,12-Jun
44,臺南市,12-Jun
52,臺南市,12-Jun
41,臺南市,12-Jun
50,臺南市,12-Jun
36,高雄市,12-Jun
45,高雄市,12-Jun
54,高雄市,12-Jun
52,高雄市,12-Jun
57,高雄市,12-Jun
42,高雄市,12-Jun
41,高雄市,12-Jun
47,高雄市,12-Jun
49,高雄市,12-Jun
42,高雄市,12-Jun
40,高雄市,12-Jun
50,高雄市,12-Jun
26.3,基隆市,12-Jun
29,新竹市,12-Jun
27.5,嘉義市,12-Jun
26,宜蘭縣,12-Jun
27,宜蘭縣,12-Jun
27.6,桃園市,12-Jun
34,桃園市,12-Jun
30,桃園市,12-Jun
40,桃園市,12-Jun
57,桃園市,12-Jun
44,桃園市,12-Jun
30,新竹縣,12-Jun
31,新竹縣,12-Jun
30.3,苗栗縣,12-Jun
30,苗栗縣,12-Jun
27.9,苗栗縣,12-Jun
44,彰化縣,12-Jun
32,彰化縣,12-Jun
39,彰化縣,12-Jun
35,南投縣,12-Jun
28.2,南投縣,12-Jun
28,南投縣,12-Jun
31,雲林縣,12-Jun
32,雲林縣,12-Jun
41,雲林縣,12-Jun
43,雲林縣,12-Jun
43,嘉義縣,12-Jun
43,嘉義縣,12-Jun
31,屏東縣,12-Jun
31.3,屏東縣,12-Jun
52,屏東縣,12-Jun
33,臺東縣,12-Jun
19,臺東縣,12-Jun
21,花蓮縣,12-Jun
41,澎湖縣,12-Jun
46,金門縣,12-Jun
42.7,連江縣,12-Jun
33,臺北市,12-Jul
39,臺北市,12-Jul
46,臺北市,12-Jul
40,臺北市,12-Jul
32,臺北市,12-Jul
39,臺北市,12-Jul
25.4,臺北市,12-Jul
25,新北市,12-Jul
29,新北市,12-Jul
28,新北市,12-Jul
25.2,新北市,12-Jul
25,新北市,12-Jul
55,新北市,12-Jul
24,新北市,12-Jul
28,新北市,12-Jul
24.5,新北市,12-Jul
30,新北市,12-Jul
26,新北市,12-Jul
31,臺中市,12-Jul
43,臺中市,12-Jul
38,臺中市,12-Jul
28,臺中市,12-Jul
44,臺中市,12-Jul
41,臺南市,12-Jul
42,臺南市,12-Jul
53,臺南市,12-Jul
35,臺南市,12-Jul
32,高雄市,12-Jul
39,高雄市,12-Jul
43,高雄市,12-Jul
44,高雄市,12-Jul
52,高雄市,12-Jul
38,高雄市,12-Jul
39,高雄市,12-Jul
36,高雄市,12-Jul
39,高雄市,12-Jul
31,高雄市,12-Jul
40,高雄市,12-Jul
23.1,基隆市,12-Jul
26,新竹市,12-Jul
42,嘉義市,12-Jul
29,宜蘭縣,12-Jul
27,宜蘭縣,12-Jul
29,桃園市,12-Jul
31,桃園市,12-Jul
42,桃園市,12-Jul
53,桃園市,12-Jul
52,桃園市,12-Jul
41,桃園市,12-Jul
34,新竹縣,12-Jul
27,新竹縣,12-Jul
30,苗栗縣,12-Jul
32,苗栗縣,12-Jul
27,苗栗縣,12-Jul
36,彰化縣,12-Jul
28,彰化縣,12-Jul
42,彰化縣,12-Jul
29,南投縣,12-Jul
27.5,南投縣,12-Jul
36,南投縣,12-Jul
43,雲林縣,12-Jul
27,雲林縣,12-Jul
23,雲林縣,12-Jul
39,雲林縣,12-Jul
45,嘉義縣,12-Jul
40,嘉義縣,12-Jul
47,屏東縣,12-Jul
22.2,屏東縣,12-Jul
41,屏東縣,12-Jul
19,臺東縣,12-Jul
23,臺東縣,12-Jul
19,花蓮縣,12-Jul
32,澎湖縣,12-Jul
36,金門縣,12-Jul
30,連江縣,12-Jul
34,臺北市,12-Aug
38,臺北市,12-Aug
41,臺北市,12-Aug
33,臺北市,12-Aug
36,臺北市,12-Aug
32,臺北市,12-Aug
28.6,臺北市,12-Aug
33,新北市,12-Aug
34,新北市,12-Aug
36,新北市,12-Aug
26,新北市,12-Aug
35,新北市,12-Aug
30,新北市,12-Aug
31,新北市,12-Aug
35,新北市,12-Aug
34,新北市,12-Aug
32,新北市,12-Aug
52,新北市,12-Aug
48,臺中市,12-Aug
42,臺中市,12-Aug
42,臺中市,12-Aug
50,臺中市,12-Aug
38,臺中市,12-Aug
45,臺南市,12-Aug
41,臺南市,12-Aug
40,臺南市,12-Aug
50,臺南市,12-Aug
42,高雄市,12-Aug
37,高雄市,12-Aug
41,高雄市,12-Aug
44,高雄市,12-Aug
35,高雄市,12-Aug
41,高雄市,12-Aug
40,高雄市,12-Aug
43,高雄市,12-Aug
42,高雄市,12-Aug
32,高雄市,12-Aug
46,高雄市,12-Aug
25,基隆市,12-Aug
35,新竹市,12-Aug
41,嘉義市,12-Aug
32,宜蘭縣,12-Aug
30,宜蘭縣,12-Aug
45,桃園市,12-Aug
44,桃園市,12-Aug
52,桃園市,12-Aug
47,桃園市,12-Aug
35,桃園市,12-Aug
36,桃園市,12-Aug
34,新竹縣,12-Aug
35,新竹縣,12-Aug
39,苗栗縣,12-Aug
35,苗栗縣,12-Aug
34,苗栗縣,12-Aug
41,彰化縣,12-Aug
41,彰化縣,12-Aug
50,彰化縣,12-Aug
32,南投縣,12-Aug
27,南投縣,12-Aug
41,南投縣,12-Aug
42,雲林縣,12-Aug
40,雲林縣,12-Aug
40,雲林縣,12-Aug
35,雲林縣,12-Aug
42,嘉義縣,12-Aug
51,嘉義縣,12-Aug
33,屏東縣,12-Aug
36,屏東縣,12-Aug
45,屏東縣,12-Aug
21,臺東縣,12-Aug
30,臺東縣,12-Aug
27,花蓮縣,12-Aug
46,澎湖縣,12-Aug
55,金門縣,12-Aug
37.5,連江縣,12-Aug
37,臺北市,12-Sep
37,臺北市,12-Sep
42.4,臺北市,12-Sep
44,臺北市,12-Sep
38,臺北市,12-Sep
46,臺北市,12-Sep
36,臺北市,12-Sep
55,新北市,12-Sep
38,新北市,12-Sep
40,新北市,12-Sep
44,新北市,12-Sep
31.9,新北市,12-Sep
40,新北市,12-Sep
32,新北市,12-Sep
40,新北市,12-Sep
40,新北市,12-Sep
45,新北市,12-Sep
36.3,新北市,12-Sep
62,臺中市,12-Sep
52,臺中市,12-Sep
57,臺中市,12-Sep
48,臺中市,12-Sep
54,臺中市,12-Sep
74,臺南市,12-Sep
62,臺南市,12-Sep
68,臺南市,12-Sep
60,臺南市,12-Sep
67,高雄市,12-Sep
63,高雄市,12-Sep
62,高雄市,12-Sep
56,高雄市,12-Sep
69,高雄市,12-Sep
60,高雄市,12-Sep
49,高雄市,12-Sep
65,高雄市,12-Sep
66,高雄市,12-Sep
57,高雄市,12-Sep
62,高雄市,12-Sep
34.4,基隆市,12-Sep
50,新竹市,12-Sep
66,嘉義市,12-Sep
39,宜蘭縣,12-Sep
33,宜蘭縣,12-Sep
64,桃園市,12-Sep
54,桃園市,12-Sep
43,桃園市,12-Sep
58,桃園市,12-Sep
45,桃園市,12-Sep
60,桃園市,12-Sep
46,新竹縣,12-Sep
48,新竹縣,12-Sep
44.6,苗栗縣,12-Sep
51,苗栗縣,12-Sep
44,苗栗縣,12-Sep
51,彰化縣,12-Sep
64,彰化縣,12-Sep
54,彰化縣,12-Sep
45,南投縣,12-Sep
54,南投縣,12-Sep
38,南投縣,12-Sep
67,雲林縣,12-Sep
78,雲林縣,12-Sep
64,雲林縣,12-Sep
67,雲林縣,12-Sep
66,嘉義縣,12-Sep
82,嘉義縣,12-Sep
68,屏東縣,12-Sep
61,屏東縣,12-Sep
34.8,屏東縣,12-Sep
28,臺東縣,12-Sep
36,臺東縣,12-Sep
27,花蓮縣,12-Sep
49,澎湖縣,12-Sep
67,金門縣,12-Sep
52.4,連江縣,12-Sep
43,臺北市,12-Oct
46,臺北市,12-Oct
42,臺北市,12-Oct
44,臺北市,12-Oct
54,臺北市,12-Oct
49.3,臺北市,12-Oct
50,臺北市,12-Oct
35.9,新北市,12-Oct
40.1,新北市,12-Oct
39,新北市,12-Oct
43,新北市,12-Oct
44.6,新北市,12-Oct
52,新北市,12-Oct
45,新北市,12-Oct
64,新北市,12-Oct
44,新北市,12-Oct
42,新北市,12-Oct
63,新北市,12-Oct
69,臺中市,12-Oct
57,臺中市,12-Oct
67,臺中市,12-Oct
73,臺中市,12-Oct
55,臺中市,12-Oct
97,臺南市,12-Oct
85,臺南市,12-Oct
79,臺南市,12-Oct
91,臺南市,12-Oct
88,高雄市,12-Oct
87,高雄市,12-Oct
91,高雄市,12-Oct
69,高雄市,12-Oct
82,高雄市,12-Oct
96,高雄市,12-Oct
92,高雄市,12-Oct
80,高雄市,12-Oct
90,高雄市,12-Oct
97,高雄市,12-Oct
78,高雄市,12-Oct
42.5,基隆市,12-Oct
54,新竹市,12-Oct
87,嘉義市,12-Oct
42,宜蘭縣,12-Oct
40,宜蘭縣,12-Oct
59,桃園市,12-Oct
44,桃園市,12-Oct
61,桃園市,12-Oct
54,桃園市,12-Oct
45,桃園市,12-Oct
65,桃園市,12-Oct
45,新竹縣,12-Oct
47,新竹縣,12-Oct
49,苗栗縣,12-Oct
58,苗栗縣,12-Oct
50,苗栗縣,12-Oct
76,彰化縣,12-Oct
60,彰化縣,12-Oct
59,彰化縣,12-Oct
59,南投縣,12-Oct
65,南投縣,12-Oct
71,南投縣,12-Oct
78,雲林縣,12-Oct
76,雲林縣,12-Oct
79,雲林縣,12-Oct
76,雲林縣,12-Oct
102,嘉義縣,12-Oct
83,嘉義縣,12-Oct
46.5,屏東縣,12-Oct
92,屏東縣,12-Oct
76,屏東縣,12-Oct
33.2,臺東縣,12-Oct
43,臺東縣,12-Oct
36,花蓮縣,12-Oct
56.1,澎湖縣,12-Oct
92,金門縣,12-Oct
65.6,連江縣,12-Oct
49,臺北市,12-Nov
53,臺北市,12-Nov
46,臺北市,12-Nov
47,臺北市,12-Nov
62,臺北市,12-Nov
43.9,臺北市,12-Nov
47,臺北市,12-Nov
36,新北市,12-Nov
44,新北市,12-Nov
43,新北市,12-Nov
47,新北市,12-Nov
44,新北市,12-Nov
49,新北市,12-Nov
51,新北市,12-Nov
69,新北市,12-Nov
49,新北市,12-Nov
50,新北市,12-Nov
52,新北市,12-Nov
67,臺中市,12-Nov
59,臺中市,12-Nov
65,臺中市,12-Nov
69,臺中市,12-Nov
59,臺中市,12-Nov
76,臺南市,12-Nov
86,臺南市,12-Nov
80,臺南市,12-Nov
98,臺南市,12-Nov
62,高雄市,12-Nov
96,高雄市,12-Nov
72,高雄市,12-Nov
89,高雄市,12-Nov
104,高雄市,12-Nov
83,高雄市,12-Nov
95,高雄市,12-Nov
86,高雄市,12-Nov
88,高雄市,12-Nov
77,高雄市,12-Nov
58,高雄市,12-Nov
80,高雄市,12-Nov
36,基隆市,12-Nov
50,新竹市,12-Nov
86,嘉義市,12-Nov
42,宜蘭縣,12-Nov
44,宜蘭縣,12-Nov
64,桃園市,12-Nov
56,桃園市,12-Nov
61,桃園市,12-Nov
50,桃園市,12-Nov
71,桃園市,12-Nov
47,桃園市,12-Nov
45,新竹縣,12-Nov
43,新竹縣,12-Nov
45,苗栗縣,12-Nov
52,苗栗縣,12-Nov
48,苗栗縣,12-Nov
59,彰化縣,12-Nov
75,彰化縣,12-Nov
60,彰化縣,12-Nov
42,南投縣,12-Nov
64,南投縣,12-Nov
59,南投縣,12-Nov
69,雲林縣,12-Nov
72,雲林縣,12-Nov
66,雲林縣,12-Nov
61,雲林縣,12-Nov
89,嘉義縣,12-Nov
85,嘉義縣,12-Nov
43,屏東縣,12-Nov
81,屏東縣,12-Nov
73,屏東縣,12-Nov
35,臺東縣,12-Nov
33,臺東縣,12-Nov
34,花蓮縣,12-Nov
48,澎湖縣,12-Nov
93,金門縣,12-Nov
61,連江縣,12-Nov
38.1,臺北市,12-Dec
39,臺北市,12-Dec
37,臺北市,12-Dec
40,臺北市,12-Dec
39,臺北市,12-Dec
44,臺北市,12-Dec
53,臺北市,12-Dec
48,新北市,12-Dec
29,新北市,12-Dec
35,新北市,12-Dec
36,新北市,12-Dec
38,新北市,12-Dec
44,新北市,12-Dec
43,新北市,12-Dec
67,新北市,12-Dec
41,新北市,12-Dec
44,新北市,12-Dec
36,新北市,12-Dec
60,臺中市,12-Dec
52,臺中市,12-Dec
47,臺中市,12-Dec
60,臺中市,12-Dec
48,臺中市,12-Dec
70,臺南市,12-Dec
73,臺南市,12-Dec
73,臺南市,12-Dec
84,臺南市,12-Dec
54,高雄市,12-Dec
93,高雄市,12-Dec
89,高雄市,12-Dec
51,高雄市,12-Dec
87,高雄市,12-Dec
89,高雄市,12-Dec
93,高雄市,12-Dec
74,高雄市,12-Dec
79,高雄市,12-Dec
73,高雄市,12-Dec
81,高雄市,12-Dec
87,高雄市,12-Dec
30.2,基隆市,12-Dec
44,新竹市,12-Dec
84,嘉義市,12-Dec
34,宜蘭縣,12-Dec
34,宜蘭縣,12-Dec
58,桃園市,12-Dec
51,桃園市,12-Dec
41,桃園市,12-Dec
58,桃園市,12-Dec
39,桃園市,12-Dec
52,桃園市,12-Dec
40,新竹縣,12-Dec
36,新竹縣,12-Dec
44,苗栗縣,12-Dec
43,苗栗縣,12-Dec
