AQI,縣市,監測月份
58,臺北市,5-Jan
60,臺北市,5-Jan
56,臺北市,5-Jan
64,臺北市,5-Jan
46,臺北市,5-Jan
42.5,臺北市,5-Jan
53,臺北市,5-Jan
54,新北市,5-Jan
42,新北市,5-Jan
58,新北市,5-Jan
54,新北市,5-Jan
61,新北市,5-Jan
44,新北市,5-Jan
41,新北市,5-Jan
45,新北市,5-Jan
58,新北市,5-Jan
52,新北市,5-Jan
84,新北市,5-Jan
77,臺中市,5-Jan
59,臺中市,5-Jan
49,臺中市,5-Jan
58,臺中市,5-Jan
70,臺中市,5-Jan
86,臺南市,5-Jan
81,臺南市,5-Jan
93,臺南市,5-Jan
88,臺南市,5-Jan
116,高雄市,5-Jan
75,高雄市,5-Jan
96,高雄市,5-Jan
113,高雄市,5-Jan
103,高雄市,5-Jan
104,高雄市,5-Jan
114,高雄市,5-Jan
112,高雄市,5-Jan
121,高雄市,5-Jan
114,高雄市,5-Jan
104,高雄市,5-Jan
99,高雄市,5-Jan
54,基隆市,5-Jan
49,新竹市,5-Jan
91,嘉義市,5-Jan
42,宜蘭縣,5-Jan
31,宜蘭縣,5-Jan
42,桃園市,5-Jan
63,桃園市,5-Jan
58,桃園市,5-Jan
62,桃園市,5-Jan
55,桃園市,5-Jan
57,桃園市,5-Jan
54,新竹縣,5-Jan
44,新竹縣,5-Jan
62,苗栗縣,5-Jan
59,苗栗縣,5-Jan
61,苗栗縣,5-Jan
70,彰化縣,5-Jan
59,彰化縣,5-Jan
67,彰化縣,5-Jan
78,南投縣,5-Jan
68,南投縣,5-Jan
70,南投縣,5-Jan
55,雲林縣,5-Jan
77,雲林縣,5-Jan
81,雲林縣,5-Jan
81,嘉義縣,5-Jan
81,嘉義縣,5-Jan
111,屏東縣,5-Jan
37,屏東縣,5-Jan
96,屏東縣,5-Jan
31,臺東縣,5-Jan
39,花蓮縣,5-Jan
49,澎湖縣,5-Jan
91,金門縣,5-Jan
68,連江縣,5-Jan
46,臺北市,5-Feb
32.4,臺北市,5-Feb
45.5,臺北市,5-Feb
47,臺北市,5-Feb
45,臺北市,5-Feb
50,臺北市,5-Feb
51,臺北市,5-Feb
72,新北市,5-Feb
55,新北市,5-Feb
44,新北市,5-Feb
53,新北市,5-Feb
53,新北市,5-Feb
39,新北市,5-Feb
37.6,新北市,5-Feb
35,新北市,5-Feb
53,新北市,5-Feb
45,新北市,5-Feb
58,新北市,5-Feb
76,臺中市,5-Feb
49,臺中市,5-Feb
57,臺中市,5-Feb
63,臺中市,5-Feb
46,臺中市,5-Feb
86,臺南市,5-Feb
82,臺南市,5-Feb
78,臺南市,5-Feb
88,臺南市,5-Feb
98,高雄市,5-Feb
111,高雄市,5-Feb
99,高雄市,5-Feb
92,高雄市,5-Feb
101,高雄市,5-Feb
92,高雄市,5-Feb
107,高雄市,5-Feb
94,高雄市,5-Feb
67,高雄市,5-Feb
99,高雄市,5-Feb
108,高雄市,5-Feb
98,高雄市,5-Feb
50,基隆市,5-Feb
45,新竹市,5-Feb
88,嘉義市,5-Feb
30,宜蘭縣,5-Feb
27,宜蘭縣,5-Feb
58,桃園市,5-Feb
40,桃園市,5-Feb
43,桃園市,5-Feb
49,桃園市,5-Feb
58,桃園市,5-Feb
48,桃園市,5-Feb
48,新竹縣,5-Feb
49,新竹縣,5-Feb
52,苗栗縣,5-Feb
53,苗栗縣,5-Feb
37,苗栗縣,5-Feb
57,彰化縣,5-Feb
61,彰化縣,5-Feb
46,彰化縣,5-Feb
67,南投縣,5-Feb
70,南投縣,5-Feb
74,南投縣,5-Feb
78,雲林縣,5-Feb
65,雲林縣,5-Feb
41,雲林縣,5-Feb
77,嘉義縣,5-Feb
28.9,嘉義縣,5-Feb
89,屏東縣,5-Feb
88,屏東縣,5-Feb
36.6,屏東縣,5-Feb
29,臺東縣,5-Feb
30,花蓮縣,5-Feb
38.9,澎湖縣,5-Feb
58,金門縣,5-Feb
47,連江縣,5-Feb
56.6,臺北市,5-Mar
68,臺北市,5-Mar
72,臺北市,5-Mar
75,臺北市,5-Mar
80,臺北市,5-Mar
68,臺北市,5-Mar
75,臺北市,5-Mar
96,新北市,5-Mar
89,新北市,5-Mar
77,新北市,5-Mar
67,新北市,5-Mar
89,新北市,5-Mar
63,新北市,5-Mar
65,新北市,5-Mar
80,新北市,5-Mar
69,新北市,5-Mar
67,新北市,5-Mar
49,新北市,5-Mar
58,臺中市,5-Mar
86,臺中市,5-Mar
72,臺中市,5-Mar
87,臺中市,5-Mar
78,臺中市,5-Mar
95,臺南市,5-Mar
92,臺南市,5-Mar
101,臺南市,5-Mar
90,臺南市,5-Mar
109,高雄市,5-Mar
99,高雄市,5-Mar
99,高雄市,5-Mar
105,高雄市,5-Mar
104,高雄市,5-Mar
99,高雄市,5-Mar
99,高雄市,5-Mar
104,高雄市,5-Mar
115,高雄市,5-Mar
99,高雄市,5-Mar
72,高雄市,5-Mar
115,高雄市,5-Mar
75,基隆市,5-Mar
84,新竹市,5-Mar
100,嘉義市,5-Mar
46,宜蘭縣,5-Mar
54,宜蘭縣,5-Mar
80,桃園市,5-Mar
83,桃園市,5-Mar
96,桃園市,5-Mar
87,桃園市,5-Mar
83,桃園市,5-Mar
60,桃園市,5-Mar
67,新竹縣,5-Mar
75,新竹縣,5-Mar
78,苗栗縣,5-Mar
72,苗栗縣,5-Mar
56,苗栗縣,5-Mar
74,彰化縣,5-Mar
85,彰化縣,5-Mar
87,彰化縣,5-Mar
82,南投縣,5-Mar
73,南投縣,5-Mar
75,南投縣,5-Mar
88,雲林縣,5-Mar
90,雲林縣,5-Mar
70,雲林縣,5-Mar
111,嘉義縣,5-Mar
100,嘉義縣,5-Mar
91,屏東縣,5-Mar
87,屏東縣,5-Mar
44.1,屏東縣,5-Mar
41,臺東縣,5-Mar
45,花蓮縣,5-Mar
55,澎湖縣,5-Mar
94,金門縣,5-Mar
79,連江縣,5-Mar
65,臺北市,5-Apr
79,臺北市,5-Apr
72,臺北市,5-Apr
69,臺北市,5-Apr
58.2,臺北市,5-Apr
74,臺北市,5-Apr
63,臺北市,5-Apr
91,新北市,5-Apr
88,新北市,5-Apr
72,新北市,5-Apr
66,新北市,5-Apr
87,新北市,5-Apr
67,新北市,5-Apr
71,新北市,5-Apr
78,新北市,5-Apr
66,新北市,5-Apr
61,新北市,5-Apr
43,新北市,5-Apr
0,臺中市,5-Apr
73,臺中市,5-Apr
90,臺中市,5-Apr
74,臺中市,5-Apr
94,臺中市,5-Apr
79,臺南市,5-Apr
93,臺南市,5-Apr
81,臺南市,5-Apr
83,臺南市,5-Apr
81,高雄市,5-Apr
87,高雄市,5-Apr
83,高雄市,5-Apr
92,高雄市,5-Apr
91,高雄市,5-Apr
87,高雄市,5-Apr
84,高雄市,5-Apr
84,高雄市,5-Apr
66,高雄市,5-Apr
100,高雄市,5-Apr
97,高雄市,5-Apr
80,高雄市,5-Apr
57,基隆市,5-Apr
76,新竹市,5-Apr
91,嘉義市,5-Apr
48,宜蘭縣,5-Apr
56,宜蘭縣,5-Apr
79,桃園市,5-Apr
87,桃園市,5-Apr
94,桃園市,5-Apr
85,桃園市,5-Apr
80,桃園市,5-Apr
74,桃園市,5-Apr
73,新竹縣,5-Apr
75,新竹縣,5-Apr
69,苗栗縣,5-Apr
78,苗栗縣,5-Apr
75,苗栗縣,5-Apr
81,彰化縣,5-Apr
80,彰化縣,5-Apr
88,彰化縣,5-Apr
89,南投縣,5-Apr
87,南投縣,5-Apr
76,南投縣,5-Apr
85,雲林縣,5-Apr
92,雲林縣,5-Apr
68,雲林縣,5-Apr
97,嘉義縣,5-Apr
89,嘉義縣,5-Apr
82,屏東縣,5-Apr
42,屏東縣,5-Apr
81,屏東縣,5-Apr
42,臺東縣,5-Apr
49,花蓮縣,5-Apr
63,澎湖縣,5-Apr
92,金門縣,5-Apr
73,連江縣,5-Apr
46.7,臺北市,5-May
41,臺北市,5-May
43,臺北市,5-May
46,臺北市,5-May
48,臺北市,5-May
39,臺北市,5-May
52,臺北市,5-May
63,新北市,5-May
40,新北市,5-May
45,新北市,5-May
45,新北市,5-May
43,新北市,5-May
40,新北市,5-May
37,新北市,5-May
40,新北市,5-May
39,新北市,5-May
34,新北市,5-May
33.8,新北市,5-May
42,臺中市,5-May
51,臺中市,5-May
47,臺中市,5-May
53,臺中市,5-May
38,臺中市,5-May
38,臺南市,5-May
42,臺南市,5-May
43,臺南市,5-May
46,臺南市,5-May
44,高雄市,5-May
49,高雄市,5-May
45,高雄市,5-May
50,高雄市,5-May
44,高雄市,5-May
49,高雄市,5-May
39,高雄市,5-May
38,高雄市,5-May
39,高雄市,5-May
46,高雄市,5-May
39,高雄市,5-May
34,高雄市,5-May
32,基隆市,5-May
36,新竹市,5-May
50,嘉義市,5-May
28.5,宜蘭縣,5-May
31,宜蘭縣,5-May
50,桃園市,5-May
44,桃園市,5-May
41,桃園市,5-May
41,桃園市,5-May
42,桃園市,5-May
48,桃園市,5-May
37,新竹縣,5-May
36,新竹縣,5-May
39,苗栗縣,5-May
36,苗栗縣,5-May
39,苗栗縣,5-May
44,彰化縣,5-May
47,彰化縣,5-May
42,彰化縣,5-May
41,南投縣,5-May
39,南投縣,5-May
49,南投縣,5-May
42,雲林縣,5-May
32,雲林縣,5-May
45,雲林縣,5-May
47,嘉義縣,5-May
51,嘉義縣,5-May
46,屏東縣,5-May
31.9,屏東縣,5-May
48,屏東縣,5-May
33,臺東縣,5-May
31,花蓮縣,5-May
42,澎湖縣,5-May
49,金門縣,5-May
52.1,連江縣,5-May
51,臺北市,5-Jun
40,臺北市,5-Jun
47,臺北市,5-Jun
42,臺北市,5-Jun
46,臺北市,5-Jun
40.6,臺北市,5-Jun
47,臺北市,5-Jun
51,新北市,5-Jun
42,新北市,5-Jun
40,新北市,5-Jun
64,新北市,5-Jun
50,新北市,5-Jun
43,新北市,5-Jun
41,新北市,5-Jun
44,新北市,5-Jun
38,新北市,5-Jun
35,新北市,5-Jun
28.5,新北市,5-Jun
34,臺中市,5-Jun
44,臺中市,5-Jun
37,臺中市,5-Jun
40,臺中市,5-Jun
49,臺中市,5-Jun
32,臺南市,5-Jun
38,臺南市,5-Jun
33,臺南市,5-Jun
36,臺南市,5-Jun
35,高雄市,5-Jun
38,高雄市,5-Jun
24,高雄市,5-Jun
38,高雄市,5-Jun
43,高雄市,5-Jun
33,高雄市,5-Jun
40,高雄市,5-Jun
41,高雄市,5-Jun
42,高雄市,5-Jun
40,高雄市,5-Jun
39,高雄市,5-Jun
40,高雄市,5-Jun
33,基隆市,5-Jun
33,新竹市,5-Jun
47,嘉義市,5-Jun
39,宜蘭縣,5-Jun
31,宜蘭縣,5-Jun
39,桃園市,5-Jun
54,桃園市,5-Jun
44,桃園市,5-Jun
41,桃園市,5-Jun
42,桃園市,5-Jun
49,桃園市,5-Jun
34,新竹縣,5-Jun
36,新竹縣,5-Jun
33,苗栗縣,5-Jun
31,苗栗縣,5-Jun
31,苗栗縣,5-Jun
43,彰化縣,5-Jun
40,彰化縣,5-Jun
39,彰化縣,5-Jun
37,南投縣,5-Jun
29,南投縣,5-Jun
31,南投縣,5-Jun
37,雲林縣,5-Jun
28.1,雲林縣,5-Jun
38,雲林縣,5-Jun
43,嘉義縣,5-Jun
45,嘉義縣,5-Jun
28.6,屏東縣,5-Jun
41,屏東縣,5-Jun
31,屏東縣,5-Jun
30,臺東縣,5-Jun
28,花蓮縣,5-Jun
36,澎湖縣,5-Jun
41,金門縣,5-Jun
37.4,連江縣,5-Jun
40.3,臺北市,5-Jul
50,臺北市,5-Jul
57,臺北市,5-Jul
55,臺北市,5-Jul
59,臺北市,5-Jul
51,臺北市,5-Jul
60,臺北市,5-Jul
56,新北市,5-Jul
43,新北市,5-Jul
51,新北市,5-Jul
51,新北市,5-Jul
69,新北市,5-Jul
55,新北市,5-Jul
36,新北市,5-Jul
51,新北市,5-Jul
56,新北市,5-Jul
48,新北市,5-Jul
49,新北市,5-Jul
49,臺中市,5-Jul
57,臺中市,5-Jul
52,臺中市,5-Jul
66,臺中市,5-Jul
61,臺中市,5-Jul
45,臺南市,5-Jul
47,臺南市,5-Jul
52,臺南市,5-Jul
51,臺南市,5-Jul
42,高雄市,5-Jul
52,高雄市,5-Jul
56,高雄市,5-Jul
58,高雄市,5-Jul
54,高雄市,5-Jul
56,高雄市,5-Jul
53,高雄市,5-Jul
43,高雄市,5-Jul
52,高雄市,5-Jul
50,高雄市,5-Jul
51,高雄市,5-Jul
57,高雄市,5-Jul
43,基隆市,5-Jul
43,新竹市,5-Jul
60,嘉義市,5-Jul
47,宜蘭縣,5-Jul
43,宜蘭縣,5-Jul
57,桃園市,5-Jul
62,桃園市,5-Jul
54,桃園市,5-Jul
53,桃園市,5-Jul
50,桃園市,5-Jul
52,桃園市,5-Jul
44,新竹縣,5-Jul
43,新竹縣,5-Jul
40,苗栗縣,5-Jul
46,苗栗縣,5-Jul
41,苗栗縣,5-Jul
53,彰化縣,5-Jul
58,彰化縣,5-Jul
47,彰化縣,5-Jul
56,南投縣,5-Jul
53,南投縣,5-Jul
49,南投縣,5-Jul
51,雲林縣,5-Jul
53,雲林縣,5-Jul
39,雲林縣,5-Jul
51,嘉義縣,5-Jul
58,嘉義縣,5-Jul
47,屏東縣,5-Jul
54,屏東縣,5-Jul
23,屏東縣,5-Jul
37,臺東縣,5-Jul
29,花蓮縣,5-Jul
36,澎湖縣,5-Jul
38,金門縣,5-Jul
38,連江縣,5-Jul
37.1,臺北市,5-Aug
47,臺北市,5-Aug
50,臺北市,5-Aug
41,臺北市,5-Aug
0,臺北市,5-Aug
45,臺北市,5-Aug
47,臺北市,5-Aug
51,新北市,5-Aug
64,新北市,5-Aug
45,新北市,5-Aug
45,新北市,5-Aug
35,新北市,5-Aug
49,新北市,5-Aug
33,新北市,5-Aug
51,新北市,5-Aug
51,新北市,5-Aug
28,新北市,5-Aug
50,新北市,5-Aug
49,臺中市,5-Aug
41,臺中市,5-Aug
52,臺中市,5-Aug
57,臺中市,5-Aug
58,臺中市,5-Aug
54,臺南市,5-Aug
52,臺南市,5-Aug
49,臺南市,5-Aug
50,臺南市,5-Aug
59,高雄市,5-Aug
52,高雄市,5-Aug
58,高雄市,5-Aug
58,高雄市,5-Aug
59,高雄市,5-Aug
42,高雄市,5-Aug
55,高雄市,5-Aug
54,高雄市,5-Aug
54,高雄市,5-Aug
59,高雄市,5-Aug
63,高雄市,5-Aug
40,高雄市,5-Aug
36,基隆市,5-Aug
41,新竹市,5-Aug
58,嘉義市,5-Aug
33,宜蘭縣,5-Aug
37,宜蘭縣,5-Aug
52,桃園市,5-Aug
58,桃園市,5-Aug
49,桃園市,5-Aug
48,桃園市,5-Aug
56,桃園市,5-Aug
48,桃園市,5-Aug
44,新竹縣,5-Aug
44,新竹縣,5-Aug
43,苗栗縣,5-Aug
38,苗栗縣,5-Aug
41,苗栗縣,5-Aug
46,彰化縣,5-Aug
54,彰化縣,5-Aug
50,彰化縣,5-Aug
44,南投縣,5-Aug
39,南投縣,5-Aug
46,南投縣,5-Aug
42,雲林縣,5-Aug
51,雲林縣,5-Aug
48,雲林縣,5-Aug
56,嘉義縣,5-Aug
53,嘉義縣,5-Aug
53,屏東縣,5-Aug
60,屏東縣,5-Aug
25,屏東縣,5-Aug
43,臺東縣,5-Aug
0.12,臺東縣,5-Aug
38,花蓮縣,5-Aug
43,澎湖縣,5-Aug
51,金門縣,5-Aug
42,連江縣,5-Aug
41,臺北市,5-Sep
46,臺北市,5-Sep
0,臺北市,5-Sep
32.2,臺北市,5-Sep
40,臺北市,5-Sep
42,臺北市,5-Sep
38,新北市,5-Sep
31,新北市,5-Sep
35,新北市,5-Sep
56,新北市,5-Sep
35,新北市,5-Sep
34,新北市,5-Sep
25,新北市,5-Sep
38,新北市,5-Sep
29,新北市,5-Sep
40,新北市,5-Sep
35,新北市,5-Sep
90,臺中市,5-Sep
94,臺中市,5-Sep
80,臺中市,5-Sep
67,臺中市,5-Sep
67,臺中市,5-Sep
74,臺南市,5-Sep
84,臺南市,5-Sep
74,臺南市,5-Sep
74,臺南市,5-Sep
79,高雄市,5-Sep
86,高雄市,5-Sep
74,高雄市,5-Sep
73,高雄市,5-Sep
87,高雄市,5-Sep
84,高雄市,5-Sep
71,高雄市,5-Sep
75,高雄市,5-Sep
70,高雄市,5-Sep
60,高雄市,5-Sep
74,高雄市,5-Sep
62,高雄市,5-Sep
29,基隆市,5-Sep
53,新竹市,5-Sep
92,嘉義市,5-Sep
35,宜蘭縣,5-Sep
33,宜蘭縣,5-Sep
56,桃園市,5-Sep
61,桃園市,5-Sep
55,桃園市,5-Sep
50,桃園市,5-Sep
50,桃園市,5-Sep
52,桃園市,5-Sep
53,新竹縣,5-Sep
50,新竹縣,5-Sep
53,苗栗縣,5-Sep
63,苗栗縣,5-Sep
56,苗栗縣,5-Sep
85,彰化縣,5-Sep
83,彰化縣,5-Sep
73,彰化縣,5-Sep
73,南投縣,5-Sep
55,南投縣,5-Sep
69,南投縣,5-Sep
79,雲林縣,5-Sep
82,雲林縣,5-Sep
65,雲林縣,5-Sep
90,嘉義縣,5-Sep
87,嘉義縣,5-Sep
69,屏東縣,5-Sep
30.3,屏東縣,5-Sep
80,屏東縣,5-Sep
28,臺東縣,5-Sep
46,臺東縣,5-Sep
34,花蓮縣,5-Sep
47,澎湖縣,5-Sep
81,金門縣,5-Sep
53,連江縣,5-Sep
47,臺北市,5-Oct
46,臺北市,5-Oct
42,臺北市,5-Oct
49,臺北市,5-Oct
46,臺北市,5-Oct
45.2,臺北市,5-Oct
64,新北市,5-Oct
38,新北市,5-Oct
35.1,新北市,5-Oct
39,新北市,5-Oct
45,新北市,5-Oct
41,新北市,5-Oct
35,新北市,5-Oct
31,新北市,5-Oct
39,新北市,5-Oct
42,新北市,5-Oct
41,新北市,5-Oct
64,臺中市,5-Oct
49,臺中市,5-Oct
81,臺中市,5-Oct
56,臺中市,5-Oct
70,臺中市,5-Oct
98,臺南市,5-Oct
100,臺南市,5-Oct
101,臺南市,5-Oct
101,臺南市,5-Oct
96,高雄市,5-Oct
107,高雄市,5-Oct
92,高雄市,5-Oct
105,高雄市,5-Oct
101,高雄市,5-Oct
111,高雄市,5-Oct
78,高雄市,5-Oct
117,高雄市,5-Oct
95,高雄市,5-Oct
102,高雄市,5-Oct
97,高雄市,5-Oct
109,高雄市,5-Oct
33,基隆市,5-Oct
46,新竹市,5-Oct
109,嘉義市,5-Oct
38,宜蘭縣,5-Oct
35,宜蘭縣,5-Oct
54,桃園市,5-Oct
55,桃園市,5-Oct
54,桃園市,5-Oct
47,桃園市,5-Oct
49,桃園市,5-Oct
55,桃園市,5-Oct
41,新竹縣,5-Oct
46,新竹縣,5-Oct
45,苗栗縣,5-Oct
45,苗栗縣,5-Oct
48,苗栗縣,5-Oct
75,彰化縣,5-Oct
83,彰化縣,5-Oct
60,彰化縣,5-Oct
60,南投縣,5-Oct
82,南投縣,5-Oct
65,南投縣,5-Oct
83,雲林縣,5-Oct
52,雲林縣,5-Oct
96,雲林縣,5-Oct
95,嘉義縣,5-Oct
96,嘉義縣,5-Oct
109,屏東縣,5-Oct
85,屏東縣,5-Oct
44.6,屏東縣,5-Oct
26,臺東縣,5-Oct
39,臺東縣,5-Oct
40,花蓮縣,5-Oct
46,澎湖縣,5-Oct
88,金門縣,5-Oct
65,連江縣,5-Oct
62,臺北市,5-Nov
52.1,臺北市,5-Nov
70,臺北市,5-Nov
71,臺北市,5-Nov
73,臺北市,5-Nov
66,臺北市,5-Nov
59,新北市,5-Nov
50,新北市,5-Nov
50,新北市,5-Nov
57,新北市,5-Nov
63,新北市,5-Nov
54,新北市,5-Nov
66,新北市,5-Nov
90,新北市,5-Nov
66,新北市,5-Nov
63,新北市,5-Nov
59,新北市,5-Nov
89,臺中市,5-Nov
84,臺中市,5-Nov
70,臺中市,5-Nov
99,臺中市,5-Nov
114,臺中市,5-Nov
127,臺南市,5-Nov
118,臺南市,5-Nov
116,臺南市,5-Nov
113,臺南市,5-Nov
119,高雄市,5-Nov
110,高雄市,5-Nov
116,高雄市,5-Nov
83,高雄市,5-Nov
114,高雄市,5-Nov
115,高雄市,5-Nov
124,高雄市,5-Nov
125,高雄市,5-Nov
130,高雄市,5-Nov
125,高雄市,5-Nov
127,高雄市,5-Nov
117,高雄市,5-Nov
47,基隆市,5-Nov
71,新竹市,5-Nov
125,嘉義市,5-Nov
53,宜蘭縣,5-Nov
57,宜蘭縣,5-Nov
86,桃園市,5-Nov
73,桃園市,5-Nov
74,桃園市,5-Nov
75,桃園市,5-Nov
79,桃園市,5-Nov
81,桃園市,5-Nov
57,新竹縣,5-Nov
71,新竹縣,5-Nov
66,苗栗縣,5-Nov
61,苗栗縣,5-Nov
68,苗栗縣,5-Nov
98,彰化縣,5-Nov
107,彰化縣,5-Nov
82,彰化縣,5-Nov
76,南投縣,5-Nov
73,南投縣,5-Nov
97,南投縣,5-Nov
109,雲林縣,5-Nov
106,雲林縣,5-Nov
74,雲林縣,5-Nov
118,嘉義縣,5-Nov
114,嘉義縣,5-Nov
115,屏東縣,5-Nov
37.8,屏東縣,5-Nov
100,屏東縣,5-Nov
34,臺東縣,5-Nov
31,臺東縣,5-Nov
41,花蓮縣,5-Nov
59,澎湖縣,5-Nov
106,金門縣,5-Nov
88,連江縣,5-Nov
71,臺北市,5-Dec
58,臺北市,5-Dec
60,臺北市,5-Dec
42.3,臺北市,5-Dec
63,臺北市,5-Dec
60,臺北市,5-Dec
56,新北市,5-Dec
43,新北市,5-Dec
56,新北市,5-Dec
57,新北市,5-Dec
57,新北市,5-Dec
86,新北市,5-Dec
46,新北市,5-Dec
61,新北市,5-Dec
60,新北市,5-Dec
44,新北市,5-Dec
43,新北市,5-Dec
59,臺中市,5-Dec
95,臺中市,5-Dec
72,臺中市,5-Dec
74,臺中市,5-Dec
74,臺中市,5-Dec
119,臺南市,5-Dec
123,臺南市,5-Dec
123,臺南市,5-Dec
122,臺南市,5-Dec
128,高雄市,5-Dec
132,高雄市,5-Dec
122,高雄市,5-Dec
122,高雄市,5-Dec
100,高雄市,5-Dec
140,高雄市,5-Dec
137,高雄市,5-Dec
135,高雄市,5-Dec
139,高雄市,5-Dec
157,高雄市,5-Dec
149,高雄市,5-Dec
147,高雄市,5-Dec
40,基隆市,5-Dec
61,新竹市,5-Dec
130,嘉義市,5-Dec
50,宜蘭縣,5-Dec
45,宜蘭縣,5-Dec
77,桃園市,5-Dec
65,桃園市,5-Dec
61,桃園市,5-Dec
70,桃園市,5-Dec
69,桃園市,5-Dec
59,桃園市,5-Dec
57,新竹縣,5-Dec
50,新竹縣,5-Dec
57,苗栗縣,5-Dec
56,苗栗縣,5-Dec
54,苗栗縣,5-Dec
97,彰化縣,5-Dec
70,彰化縣,5-Dec
91,彰化縣,5-Dec
82,南投縣,5-Dec
86,南投縣,5-Dec
97,南投縣,5-Dec
113,雲林縣,5-Dec
101,雲林縣,5-Dec
69,雲林縣,5-Dec
111,嘉義縣,5-Dec
112,嘉義縣,5-Dec
138,屏東縣,5-Dec
38.4,屏東縣,5-Dec
134,屏東縣,5-Dec
41,臺東縣,5-Dec
30,臺東縣,5-Dec
47,花蓮縣,5-Dec
53,澎湖縣,5-Dec
110,金門縣,5-Dec
74,連江縣,5-Dec
48,臺北市,6-Jan
43.6,臺北市,6-Jan
50,臺北市,6-Jan
46,臺北市,6-Jan
59,臺北市,6-Jan
54,臺北市,6-Jan
41,新北市,6-Jan
53,新北市,6-Jan
54,新北市,6-Jan
75,新北市,6-Jan
54,新北市,6-Jan
52,新北市,6-Jan
46,新北市,6-Jan
42,新北市,6-Jan
53,新北市,6-Jan
36,新北市,6-Jan
39.4,新北市,6-Jan
71,臺中市,6-Jan
92,臺中市,6-Jan
75,臺中市,6-Jan
66,臺中市,6-Jan
55,臺中市,6-Jan
97,臺南市,6-Jan
108,臺南市,6-Jan
110,臺南市,6-Jan
109,臺南市,6-Jan
117,高雄市,6-Jan
145,高雄市,6-Jan
120,高雄市,6-Jan
119,高雄市,6-Jan
143,高雄市,6-Jan
138,高雄市,6-Jan
93,高雄市,6-Jan
111,高雄市,6-Jan
108,高雄市,6-Jan
128,高雄市,6-Jan
130,高雄市,6-Jan
118,高雄市,6-Jan
35,基隆市,6-Jan
62,新竹市,6-Jan
112,嘉義市,6-Jan
36,宜蘭縣,6-Jan
36,宜蘭縣,6-Jan
63,桃園市,6-Jan
68,桃園市,6-Jan
76,桃園市,6-Jan
62,桃園市,6-Jan
54,桃園市,6-Jan
59,桃園市,6-Jan
55,新竹縣,6-Jan
60,新竹縣,6-Jan
64,苗栗縣,6-Jan
50,苗栗縣,6-Jan
66,苗栗縣,6-Jan
76,彰化縣,6-Jan
76,彰化縣,6-Jan
67,彰化縣,6-Jan
70,南投縣,6-Jan
79,南投縣,6-Jan
92,南投縣,6-Jan
85,雲林縣,6-Jan
55,雲林縣,6-Jan
76,雲林縣,6-Jan
86,嘉義縣,6-Jan
90,嘉義縣,6-Jan
112,屏東縣,6-Jan
39.1,屏東縣,6-Jan
122,屏東縣,6-Jan
31.6,臺東縣,6-Jan
22.3,臺東縣,6-Jan
38,花蓮縣,6-Jan
53,澎湖縣,6-Jan
88,金門縣,6-Jan
66,連江縣,6-Jan
48.5,臺北市,6-Feb
44,臺北市,6-Feb
52,臺北市,6-Feb
48,臺北市,6-Feb
27.76,臺北市,6-Feb
49,臺北市,6-Feb
40,新北市,6-Feb
48,新北市,6-Feb
50,新北市,6-Feb
68,新北市,6-Feb
54,新北市,6-Feb
53,新北市,6-Feb
41,新北市,6-Feb
40,新北市,6-Feb
49,新北市,6-Feb
35,新北市,6-Feb
39.9,新北市,6-Feb
66,臺中市,6-Feb
68,臺中市,6-Feb
59,臺中市,6-Feb
69,臺中市,6-Feb
88,臺中市,6-Feb
98,臺南市,6-Feb
101,臺南市,6-Feb
110,臺南市,6-Feb
100,臺南市,6-Feb
110,高雄市,6-Feb
115,高雄市,6-Feb
130,高雄市,6-Feb
112,高雄市,6-Feb
106,高雄市,6-Feb
129,高雄市,6-Feb
105,高雄市,6-Feb
107,高雄市,6-Feb
108,高雄市,6-Feb
126,高雄市,6-Feb
129,高雄市,6-Feb
129,高雄市,6-Feb
35,基隆市,6-Feb
57,新竹市,6-Feb
109,嘉義市,6-Feb
38,宜蘭縣,6-Feb
37,宜蘭縣,6-Feb
59,桃園市,6-Feb
59,桃園市,6-Feb
53,桃園市,6-Feb
58,桃園市,6-Feb
54,桃園市,6-Feb
57,桃園市,6-Feb
50,新竹縣,6-Feb
55,新竹縣,6-Feb
43,苗栗縣,6-Feb
57,苗栗縣,6-Feb
57,苗栗縣,6-Feb
69,彰化縣,6-Feb
75,彰化縣,6-Feb
80,彰化縣,6-Feb
98,南投縣,6-Feb
78,南投縣,6-Feb
81,南投縣,6-Feb
86,雲林縣,6-Feb
92,雲林縣,6-Feb
62,雲林縣,6-Feb
96,嘉義縣,6-Feb
93,嘉義縣,6-Feb
121,屏東縣,6-Feb
42.7,屏東縣,6-Feb
110,屏東縣,6-Feb
35.7,臺東縣,6-Feb
27.9,臺東縣,6-Feb
34,花蓮縣,6-Feb
49,澎湖縣,6-Feb
87,金門縣,6-Feb
60,連江縣,6-Feb
69,臺北市,6-Mar
75,臺北市,6-Mar
69,臺北市,6-Mar
66,臺北市,6-Mar
70,臺北市,6-Mar
54.6,臺北市,6-Mar
55,新北市,6-Mar
66,新北市,6-Mar
69,新北市,6-Mar
89,新北市,6-Mar
70,新北市,6-Mar
72,新北市,6-Mar
70,新北市,6-Mar
64,新北市,6-Mar
75,新北市,6-Mar
58,新北市,6-Mar
47.4,新北市,6-Mar
79,臺中市,6-Mar
80,臺中市,6-Mar
84,臺中市,6-Mar
